E(MeV)	"U-238(N,TOT)"
2.57787E-04	12.7461
2.57895E-04	12.7059
2.58033E-04	12.6799
2.58442E-04	12.6346
2.60894E-04	12.3886
2.62452E-04	12.2239
2.62956E-04	12.1792
2.63123E-04	12.1827
2.63224E-04	12.2199
2.63320E-04	12.3359
2.63418E-04	12.6357
2.63523E-04	13.3395
2.63664E-04	15.1477
2.63941E-04	19.0729
2.64129E-04	17.9128
2.64392E-04	13.6866
2.64507E-04	12.6675
2.64610E-04	12.2234
2.64713E-04	12.0287
2.64801E-04	11.9552
2.64940E-04	11.902
2.65342E-04	11.8171
2.66413E-04	11.6233
2.68124E-04	11.2051
2.69384E-04	10.7475
2.70280E-04	10.2698
2.70994E-04	9.71206
2.71524E-04	9.11746
2.71906E-04	8.53319
2.72251E-04	7.8485
2.72491E-04	7.3058
2.72694E-04	7.10389
2.72792E-04	7.70627
2.72856E-04	8.94857
2.72906E-04	10.9747
2.72960E-04	14.8453
2.73004E-04	19.9821
2.73055E-04	29.37
2.73099E-04	41.6226
2.73150E-04	62.2891
2.73203E-04	92.0724
2.73274E-04	149.849
2.73360E-04	245.972
2.73546E-04	492.052
2.73634E-04	566.512
2.73718E-04	579.555
2.73810E-04	525.073
2.73970E-04	331.316
2.74076E-04	205.773
2.74154E-04	137.082
2.74212E-04	100.114
2.74275E-04	71.939
2.74331E-04	55.5161
2.74395E-04	43.1492
2.74467E-04	35.0556
2.74542E-04	30.2039
2.74626E-04	27.1998
2.74738E-04	25.1931
2.74902E-04	24.4375
2.75158E-04	24.347
2.75355E-04	22.1687
2.75589E-04	18.8265
2.75716E-04	17.7298
2.75854E-04	17.0351
2.76030E-04	16.5159
2.76470E-04	15.7224
2.77238E-04	14.8466
2.77660E-04	14.5198
2.77933E-04	14.4129
2.78232E-04	14.317
2.78546E-04	14.0788
2.78803E-04	13.8912
2.79153E-04	13.7277
2.80855E-04	13.1842
2.81505E-04	13.0356
2.81680E-04	13.0155
2.81791E-04	13.0393
2.81899E-04	13.1386
2.82013E-04	13.3939
2.82291E-04	14.7271
2.82505E-04	15.1489
2.82782E-04	13.8019
2.82952E-04	13.0644
2.83064E-04	12.8188
2.83172E-04	12.7024
2.83292E-04	12.6392
2.83512E-04	12.5754
2.84366E-04	12.3712
2.85022E-04	12.2202
2.85238E-04	12.2014
2.85542E-04	12.2679
2.85740E-04	12.2588
2.86045E-04	12.0401
2.86264E-04	11.9028
2.86518E-04	11.8085
2.87334E-04	11.5021
2.88227E-04	11.0213
2.88793E-04	10.5762
2.89241E-04	10.0712
2.89569E-04	9.55275
2.89857E-04	8.97787
2.90014E-04	8.73962
2.90116E-04	8.95512
2.90203E-04	10.025
2.90259E-04	11.7192
2.90315E-04	14.8576
2.90384E-04	22.0997
2.90434E-04	30.6796
2.90482E-04	42.7631
2.90536E-04	61.4529
2.90598E-04	91.3967
2.90688E-04	150.465
2.90873E-04	300.488
2.90991E-04	359.078
2.91061E-04	362.628
2.91164E-04	323.902
2.91323E-04	205.809
2.91441E-04	123.111
2.91518E-04	84.0439
2.91582E-04	60.9845
2.91647E-04	45.3961
2.91707E-04	35.9859
2.91776E-04	29.1674
2.91846E-04	25.1325
2.91933E-04	22.3242
2.92014E-04	20.8004
2.92162E-04	19.1685
2.92393E-04	17.6994
2.92693E-04	16.5677
2.93084E-04	15.6726
2.93557E-04	15.0169
2.93767E-04	14.8385
2.94082E-04	14.7667
2.94291E-04	14.6527
2.94614E-04	14.2632
2.94797E-04	14.0948
2.95034E-04	13.9642
2.95845E-04	13.6585
2.97454E-04	13.2526
2.99895E-04	12.8965
3.03249E-04	12.5725
3.06082E-04	12.3353
3.07080E-04	12.2573
3.07256E-04	12.2494
3.07400E-04	12.2573
3.07532E-04	12.2905
3.07819E-04	12.4487
3.08029E-04	12.4802
3.08313E-04	12.2949
3.08486E-04	12.194
3.08623E-04	12.1517
3.08778E-04	12.1205
3.09097E-04	12.0759
3.09730E-04	12.0001
3.10121E-04	11.9142
3.10299E-04	11.878
3.10426E-04	11.8673
3.10518E-04	11.9216
3.10598E-04	12.0744
3.10679E-04	12.4578
3.10772E-04	13.3969
3.10887E-04	15.7717
3.11019E-04	20.6081
3.11243E-04	30.7559
3.11416E-04	32.5117
3.11571E-04	27.5152
3.11786E-04	18.3393
3.11905E-04	15.202
3.12001E-04	13.8138
3.12091E-04	13.1206
3.12185E-04	12.7606
3.12268E-04	12.6036
3.12381E-04	12.4777
3.12564E-04	12.3903
3.12921E-04	12.2718
3.13592E-04	12.1558
3.14611E-04	12.0525
3.16359E-04	11.9195
3.20343E-04	11.6692
3.21572E-04	11.5938
3.21787E-04	11.5843
3.21906E-04	11.5864
3.22014E-04	11.6021
3.22133E-04	11.6494
3.22298E-04	11.7923
3.22573E-04	12.0846
3.22775E-04	12.0339
3.23078E-04	11.66
3.23218E-04	11.5526
3.23324E-04	11.51
3.23424E-04	11.4881
3.23575E-04	11.4707
3.24019E-04	11.4404
3.26374E-04	11.2806
3.29779E-04	11.0162
3.30993E-04	10.8948
3.31217E-04	10.8782
3.31341E-04	10.8808
3.31460E-04	10.9082
3.31578E-04	10.9834
3.31736E-04	11.1862
3.32037E-04	11.6209
3.32240E-04	11.4895
3.32528E-04	10.9661
3.32650E-04	10.8271
3.32769E-04	10.7531
3.32876E-04	10.7158
3.33037E-04	10.6834
3.33444E-04	10.6271
3.35170E-04	10.3869
3.36152E-04	10.2295
3.36368E-04	10.2028
3.36507E-04	10.2059
3.36623E-04	10.2501
3.36753E-04	10.392
3.36896E-04	10.7319
3.37209E-04	11.7306
3.37416E-04	11.5744
3.37698E-04	10.5066
3.37833E-04	10.1484
3.37943E-04	9.98072
3.38062E-04	9.88294
3.38204E-04	9.82055
3.38509E-04	9.73615
3.39553E-04	9.44148
3.40920E-04	8.93587
3.41791E-04	8.52551
3.42588E-04	8.0383
3.43346E-04	7.45586
3.43978E-04	6.83984
3.44426E-04	6.29769
3.44840E-04	5.70702
3.45175E-04	5.14825
3.45469E-04	4.59954
3.45722E-04	4.08666
3.45984E-04	3.54943
3.46212E-04	3.16079
3.46354E-04	3.03833
3.46472E-04	3.10591
3.46558E-04	3.34392
3.46626E-04	3.74058
3.46694E-04	4.46233
3.46762E-04	5.75241
3.46814E-04	7.39807
3.46865E-04	9.90118
3.46904E-04	12.7442
3.46946E-04	17.0456
3.46987E-04	22.9408
3.47023E-04	29.8711
3.47059E-04	39.0084
3.47094E-04	50.935
3.47143E-04	73.204
3.47186E-04	99.1728
3.47224E-04	128.943
3.47268E-04	172.728
3.47318E-04	236.279
3.47375E-04	326.504
3.47459E-04	493.872
3.47661E-04	975.605
3.47832E-04	1200.86
3.47940E-04	1150.49
3.48065E-04	930.517
3.48237E-04	541.045
3.48315E-04	392.835
3.48377E-04	297.413
3.48433E-04	230.789
3.48488E-04	180.073
3.48542E-04	142.426
3.48592E-04	117.086
3.48633E-04	100.894
3.48677E-04	87.4744
3.48726E-04	76.2276
3.48781E-04	66.9976
3.48837E-04	59.9187
3.48913E-04	53.0569
3.48992E-04	47.9759
3.49087E-04	43.4503
3.49207E-04	39.2314
3.49346E-04	35.6004
3.49539E-04	31.9031
3.49703E-04	29.5549
3.49906E-04	27.3447
3.50158E-04	25.2261
3.50481E-04	23.2452
3.50828E-04	21.6624
3.51063E-04	20.8507
3.51222E-04	20.4431
3.51360E-04	20.3248
3.51499E-04	20.519
3.51728E-04	21.6253
3.51925E-04	22.2021
3.52090E-04	21.5346
3.52332E-04	19.3928
3.52493E-04	18.2912
3.52614E-04	17.7766
3.52735E-04	17.4728
3.52860E-04	17.2682
3.53045E-04	17.0516
3.53234E-04	16.9307
3.53526E-04	16.8482
3.53726E-04	16.6931
3.54039E-04	16.2445
3.54237E-04	16.006
3.54442E-04	15.8207
3.54863E-04	15.5604
3.55604E-04	15.1586
3.56569E-04	14.7546
3.57793E-04	14.3469
3.59367E-04	13.9535
3.61072E-04	13.6261
3.63301E-04	13.3027
3.66401E-04	12.9702
3.67427E-04	12.8724
3.67621E-04	12.862
3.67765E-04	12.8646
3.67912E-04	12.8883
3.68189E-04	13.0016
3.68442E-04	13.0518
3.68787E-04	12.8763
3.68974E-04	12.7876
3.69118E-04	12.7503
3.69262E-04	12.7291
3.69521E-04	12.705
3.70785E-04	12.6042
3.71840E-04	12.5219
3.72080E-04	12.5073
3.72196E-04	12.5067
3.72316E-04	12.5198
3.72442E-04	12.5623
3.72626E-04	12.7014
3.72933E-04	12.967
3.73125E-04	12.9073
3.73429E-04	12.5682
3.73573E-04	12.4579
3.73712E-04	12.4007
3.73838E-04	12.3744
3.73989E-04	12.3566
3.74261E-04	12.3342
3.74632E-04	12.289
3.74861E-04	12.2647
3.74998E-04	12.2585
3.75128E-04	12.268
3.75262E-04	12.3053
3.75428E-04	12.3788
3.75645E-04	12.4618
3.75806E-04	12.4391
3.75934E-04	12.352
3.76010E-04	12.3096
3.76074E-04	12.3074
3.76131E-04	12.3539
3.76180E-04	12.4431
3.76237E-04	12.6426
3.76290E-04	12.9573
3.76357E-04	13.5787
3.76410E-04	14.3005
3.76487E-04	15.7771
3.76581E-04	18.3317
3.76757E-04	24.3695
3.76878E-04	27.7467
3.76989E-04	28.8506
3.77089E-04	27.8363
3.77226E-04	24.0882
3.77408E-04	18.2904
3.77488E-04	16.3716
3.77556E-04	15.1342
3.77613E-04	14.3565
3.77664E-04	13.8564
3.77716E-04	13.4784
3.77772E-04	13.1851
3.77815E-04	13.0243
3.77866E-04	12.8933
3.77918E-04	12.7968
3.77969E-04	12.7231
3.78015E-04	12.6825
3.78076E-04	12.6396
3.78145E-04	12.6
3.78226E-04	12.5588
3.78340E-04	12.5249
3.78527E-04	12.4745
3.78761E-04	12.4294
3.79176E-04	12.3732
3.79859E-04	12.2903
3.81118E-04	12.201
3.83019E-04	12.0778
3.85999E-04	11.9093
3.89073E-04	11.7374
3.89420E-04	11.7201
3.89583E-04	11.7176
3.89726E-04	11.7272
3.89885E-04	11.7637
3.90180E-04	11.8935
3.90438E-04	11.9122
3.90774E-04	11.726
3.90947E-04	11.6485
3.91091E-04	11.612
3.91234E-04	11.5909
3.91472E-04	11.5683
3.92724E-04	11.4595
3.93766E-04	11.337
3.93994E-04	11.3059
3.94141E-04	11.2986
3.94273E-04	11.3232
3.94417E-04	11.4131
3.94746E-04	11.8503
3.94950E-04	11.9306
3.95305E-04	11.3743
3.95492E-04	11.0828
3.95636E-04	10.9473
3.95807E-04	10.8395
3.96070E-04	10.6913
3.96354E-04	10.4992
3.96504E-04	10.3951
3.96623E-04	10.4015
3.96723E-04	10.6439
3.96807E-04	11.2588
3.96876E-04	12.3131
3.96954E-04	14.4832
3.97034E-04	18.3208
3.97131E-04	25.9128
3.97235E-04	38.3749
3.97447E-04	71.829
3.97610E-04	89.3201
3.97741E-04	88.0271
3.97893E-04	70.7513
3.98139E-04	35.5374
3.98239E-04	26.0597
3.98332E-04	20.3867
3.98418E-04	17.2061
3.98503E-04	15.3684
3.98599E-04	14.2502
3.98695E-04	13.6496
3.98814E-04	13.2517
3.99009E-04	12.8777
3.99358E-04	12.516
3.99880E-04	12.1979
4.00656E-04	11.9169
4.01884E-04	11.6404
4.03585E-04	11.3262
4.05365E-04	10.9557
4.06301E-04	10.6822
4.06837E-04	10.4781
4.07045E-04	10.4143
4.07196E-04	10.4248
4.07398E-04	10.5474
4.07735E-04	10.8176
4.07980E-04	10.4961
4.08299E-04	9.66528
4.08495E-04	9.27216
4.08741E-04	8.85416
4.08988E-04	8.40312
4.09139E-04	8.24367
4.09251E-04	8.50546
4.09319E-04	9.12429
4.09401E-04	10.9073
4.09481E-04	14.5424
4.09535E-04	18.6787
4.09595E-04	25.573
4.09658E-04	36.0341
4.09725E-04	52.1491
4.09813E-04	81.2881
4.09945E-04	140.438
4.10136E-04	230.215
4.10261E-04	259.615
4.10369E-04	252.882
4.10484E-04	216.075
4.10716E-04	110.9
4.10811E-04	76.9115
4.10899E-04	54.102
4.10977E-04	40.2271
4.11054E-04	31.3936
4.11133E-04	25.7156
4.11215E-04	22.1617
4.11307E-04	19.8709
4.11408E-04	18.428
4.11543E-04	17.2936
4.11771E-04	16.1547
4.12091E-04	15.2067
4.12535E-04	14.4198
4.13099E-04	13.8112
4.13931E-04	13.2741
4.14947E-04	12.8901
4.15413E-04	12.7595
4.15603E-04	12.7307
4.15821E-04	12.7408
4.16186E-04	12.7831
4.16457E-04	12.6859
4.16790E-04	12.5076
4.16953E-04	12.4585
4.17163E-04	12.4182
4.18002E-04	12.2961
4.20451E-04	12.0427
4.23627E-04	11.7949
4.26926E-04	11.5413
4.28988E-04	11.3341
4.30046E-04	11.1761
4.31050E-04	10.9473
4.31755E-04	10.7023
4.32227E-04	10.4501
4.32584E-04	10.1786
4.32817E-04	9.93445
4.32964E-04	9.82852
4.33087E-04	9.9446
4.33176E-04	10.397
4.33263E-04	11.5407
4.33352E-04	14.0462
4.33425E-04	17.6864
4.33507E-04	24.3666
4.33590E-04	34.4676
4.33696E-04	52.7812
4.33913E-04	101.387
4.34056E-04	124.511
4.34189E-04	126.936
4.34315E-04	111.295
4.34559E-04	60.6605
4.34669E-04	42.1313
4.34768E-04	30.4735
4.34861E-04	23.4815
4.34941E-04	19.771
4.35027E-04	17.3578
4.35119E-04	15.8859
4.35206E-04	15.1006
4.35331E-04	14.4421
4.35508E-04	13.9372
4.35826E-04	13.3961
4.36256E-04	12.9846
4.36823E-04	12.6581
4.37714E-04	12.3622
4.38397E-04	12.2177
4.38655E-04	12.1857
4.38791E-04	12.1872
4.38905E-04	12.2223
4.39015E-04	12.3204
4.39153E-04	12.6027
4.39320E-04	13.2951
4.39674E-04	15.1332
4.39940E-04	14.6767
4.40266E-04	12.8007
4.40421E-04	12.2865
4.40542E-04	12.0829
4.40661E-04	11.9847
4.40785E-04	11.9364
4.40915E-04	11.9101
4.41193E-04	11.8853
4.42143E-04	11.8197
4.43224E-04	11.7494
4.43483E-04	11.7356
4.43655E-04	11.7342
4.43805E-04	11.7479
4.43959E-04	11.7867
4.44299E-04	11.9288
4.44563E-04	11.9181
4.44933E-04	11.7337
4.45085E-04	11.6838
4.45230E-04	11.6578
4.45376E-04	11.644
4.45594E-04	11.6319
4.46367E-04	11.5989
4.46770E-04	11.5837
4.46931E-04	11.582
4.47082E-04	11.5915
4.47233E-04	11.6259
4.47428E-04	11.7312
4.47793E-04	11.9799
4.48006E-04	11.9325
4.48376E-04	11.631
4.48527E-04	11.5561
4.48646E-04	11.5238
4.48761E-04	11.5066
4.48894E-04	11.4955
4.49147E-04	11.4824
4.50299E-04	11.4336
4.51607E-04	11.3861
4.52429E-04	11.3592
4.52811E-04	11.35
4.52999E-04	11.3522
4.53117E-04	11.3658
4.53223E-04	11.4021
4.53332E-04	11.4942
4.53433E-04	11.6714
4.53567E-04	12.1456
4.53776E-04	13.5853
4.54112E-04	16.0162
4.54346E-04	15.3159
4.54646E-04	12.7817
4.54812E-04	11.8799
4.54929E-04	11.5602
4.55027E-04	11.4361
4.55154E-04	11.3889
4.55452E-04	11.4255
4.55689E-04	11.3909
4.56042E-04	11.247
4.56222E-04	11.2003
4.56373E-04	11.1784
4.56562E-04	11.1621
4.57052E-04	11.1321
4.57938E-04	11.0816
4.58855E-04	11.0007
4.59563E-04	10.9282
4.60135E-04	10.851
4.60658E-04	10.7529
4.61006E-04	10.6759
4.61305E-04	10.5825
4.61570E-04	10.4795
4.61753E-04	10.3818
4.61898E-04	10.3092
4.61988E-04	10.2554
4.62073E-04	10.2281
4.62141E-04	10.2357
4.62202E-04	10.2943
4.62256E-04	10.4163
4.62309E-04	10.6277
4.62355E-04	10.924
4.62408E-04	11.4644
4.62455E-04	12.1817
4.62507E-04	13.2857
4.62557E-04	14.7789
4.62623E-04	17.5624
4.62687E-04	21.2201
4.62768E-04	27.3507
4.62874E-04	37.8167
4.63081E-04	60.4911
4.63198E-04	68.7351
4.63303E-04	70.0676
4.63396E-04	66.1153
4.63517E-04	55.705
4.63693E-04	37.2166
4.63783E-04	29.249
4.63866E-04	23.6216
4.63931E-04	20.2558
4.63985E-04	18.1395
4.64054E-04	16.1857
4.64113E-04	15.0175
4.64163E-04	14.3027
4.64209E-04	13.8328
4.64253E-04	13.4802
4.64309E-04	13.15
4.64356E-04	12.9542
4.64417E-04	12.7515
4.64481E-04	12.6105
4.64553E-04	12.476
4.64656E-04	12.3486
4.64793E-04	12.2019
4.64963E-04	12.0782
4.65168E-04	11.9538
4.65391E-04	11.8574
4.65656E-04	11.7614
4.66016E-04	11.669
4.66206E-04	11.6257
4.66350E-04	11.6081
4.66465E-04	11.6144
4.66597E-04	11.6469
4.66787E-04	11.7498
4.67063E-04	11.9154
4.67277E-04	11.8806
4.67540E-04	11.649
4.67765E-04	11.4772
4.67905E-04	11.4172
4.68027E-04	11.3862
4.68205E-04	11.3598
4.68496E-04	11.3308
4.69255E-04	11.2628
4.70445E-04	11.1824
4.71829E-04	11.0902
4.73306E-04	10.9932
4.74254E-04	10.9148
4.75077E-04	10.8351
4.75720E-04	10.7553
4.76156E-04	10.6864
4.76523E-04	10.5968
4.76818E-04	10.5104
4.77021E-04	10.4416
4.77149E-04	10.3797
4.77266E-04	10.3466
4.77344E-04	10.3337
4.77406E-04	10.359
4.77468E-04	10.4376
4.77526E-04	10.5865
4.77585E-04	10.8534
4.77645E-04	11.3127
4.77700E-04	11.9499
4.77748E-04	12.7524
4.77812E-04	14.2352
4.77888E-04	16.7687
4.77967E-04	20.4704
4.78068E-04	26.7922
4.78259E-04	41.3485
4.78394E-04	49.4754
4.78487E-04	51.882
4.78597E-04	50.5301
4.78708E-04	45.1612
4.78926E-04	29.79
4.79026E-04	23.6383
4.79100E-04	20.0974
4.79168E-04	17.5845
4.79239E-04	15.6716
4.79295E-04	14.5886
4.79354E-04	13.7503
4.79408E-04	13.2111
4.79461E-04	12.8157
4.79515E-04	12.5336
4.79566E-04	12.3339
4.79619E-04	12.1905
4.79683E-04	12.0519
4.79739E-04	11.969
4.79814E-04	11.8814
4.79906E-04	11.7862
4.80022E-04	11.7128
4.80218E-04	11.5981
4.80444E-04	11.5081
4.80727E-04	11.4191
4.81159E-04	11.3224
4.81665E-04	11.2402
4.82418E-04	11.1431
4.83636E-04	11.0481
4.84068E-04	11.0172
4.84248E-04	11.0098
4.84369E-04	11.0146
4.84485E-04	11.0371
4.84601E-04	11.0923
4.84737E-04	11.2227
4.85037E-04	11.7585
4.85328E-04	12.0431
4.85716E-04	11.3918
4.85912E-04	11.0713
4.86055E-04	10.944
4.86196E-04	10.8811
4.86337E-04	10.8507
4.86515E-04	10.83
4.86919E-04	10.7983
4.87396E-04	10.7393
4.87605E-04	10.719
4.87748E-04	10.6987
4.87854E-04	10.7113
4.87967E-04	10.7898
4.88067E-04	10.966
4.88189E-04	11.4284
4.88317E-04	12.3572
4.88517E-04	14.9897
4.88863E-04	19.4272
4.89087E-04	18.3531
4.89390E-04	13.9611
4.89559E-04	12.2846
4.89700E-04	11.5493
4.89795E-04	11.2872
4.89909E-04	11.1174
4.90013E-04	11.0292
4.90154E-04	10.9775
4.90385E-04	10.9218
4.90843E-04	10.8582
4.91655E-04	10.782
4.93790E-04	10.6662
4.96472E-04	10.5239
4.97540E-04	10.4691
4.97776E-04	10.4603
4.97922E-04	10.4615
4.98030E-04	10.473
4.98138E-04	10.5036
4.98277E-04	10.5907
4.98478E-04	10.8529
4.98876E-04	11.4569
4.99168E-04	11.1934
4.99487E-04	10.6118
4.99643E-04	10.4529
4.99767E-04	10.3861
4.99875E-04	10.3549
5.00007E-04	10.3343
5.00203E-04	10.3174
5.00779E-04	10.282
5.03033E-04	10.1327
5.05853E-04	9.89729
5.08021E-04	9.66015
5.09830E-04	9.4003
5.11479E-04	9.06089
5.12500E-04	8.77973
5.13343E-04	8.47981
5.14177E-04	8.07806
5.14707E-04	7.75354
5.15214E-04	7.35268
5.15640E-04	6.93194
5.16035E-04	6.43845
5.16304E-04	6.03219
5.16560E-04	5.57325
5.16752E-04	5.18862
5.16932E-04	4.8242
5.17076E-04	4.63224
5.17165E-04	4.69426
5.17228E-04	4.93979
5.17285E-04	5.42527
5.17345E-04	6.35489
5.17393E-04	7.59597
5.17440E-04	9.39979
5.17479E-04	11.5113
5.17520E-04	14.4284
5.17564E-04	18.7249
5.17605E-04	23.9527
5.17650E-04	31.3916
5.17699E-04	42.0696
5.17750E-04	56.1068
5.17823E-04	83.004
5.17884E-04	112.41
5.17980E-04	170.264
5.18152E-04	298.764
5.18300E-04	398.525
5.18414E-04	440.582
5.18497E-04	443.128
5.18590E-04	418.173
5.18712E-04	349.356
5.18906E-04	212.809
5.18989E-04	161.55
5.19059E-04	125.364
5.19126E-04	97.457
5.19188E-04	77.3959
5.19248E-04	62.3114
5.19309E-04	50.9833
5.19358E-04	43.9835
5.19404E-04	38.9141
5.19449E-04	35.0325
5.19506E-04	31.3075
5.19564E-04	28.4834
5.19622E-04	26.3733
5.19687E-04	24.6135
5.19786E-04	22.7076
5.19899E-04	21.1642
5.20030E-04	19.8631
5.20201E-04	18.6006
5.20382E-04	17.5899
5.20613E-04	16.6012
5.20885E-04	15.7279
5.21145E-04	15.0868
5.21517E-04	14.3886
5.21912E-04	13.8223
5.22169E-04	13.5298
5.22347E-04	13.3792
5.22480E-04	13.34
5.22609E-04	13.4055
5.22798E-04	13.764
5.23095E-04	14.8452
5.23339E-04	15.1481
5.23628E-04	14.0563
5.23890E-04	12.8269
5.24044E-04	12.393
5.24181E-04	12.1701
5.24334E-04	12.0235
5.24492E-04	11.9226
5.24986E-04	11.7081
5.25986E-04	11.3302
5.27482E-04	10.8194
5.28931E-04	10.337
5.29821E-04	10.0011
5.30642E-04	9.62745
5.31034E-04	9.42562
5.31241E-04	9.3351
5.31422E-04	9.2933
5.31742E-04	9.33222
5.32028E-04	9.24882
5.32293E-04	8.86192
5.32611E-04	8.28354
5.32884E-04	7.85778
5.33156E-04	7.44508
5.33395E-04	7.03675
5.33620E-04	6.5929
5.33794E-04	6.21052
5.33952E-04	5.89745
5.34064E-04	5.80077
5.34163E-04	6.01758
5.34262E-04	6.93036
5.34311E-04	7.8467
5.34360E-04	9.28228
5.34403E-04	11.1025
5.34450E-04	13.8893
5.34492E-04	17.2717
5.34540E-04	22.4919
5.34592E-04	30.0141
5.34643E-04	39.9941
5.34695E-04	52.8338
5.34780E-04	81.7282
5.34849E-04	112.128
5.34938E-04	160.815
5.35165E-04	305.027
5.35275E-04	359.5
5.35373E-04	383.42
5.35450E-04	382.554
5.35542E-04	359.183
5.35659E-04	303.03
5.35874E-04	175.111
5.35964E-04	129.815
5.36067E-04	90.0495
5.36118E-04	75.2037
5.36176E-04	61.5498
5.36232E-04	51.3018
5.36286E-04	43.7735
5.36333E-04	38.6163
5.36391E-04	33.8843
5.36439E-04	30.9241
5.36497E-04	28.1825
5.36565E-04	25.8817
5.36633E-04	24.2255
5.36711E-04	22.8059
5.36810E-04	21.4801
5.36925E-04	20.3475
5.37075E-04	19.2356
5.37281E-04	18.1167
5.37483E-04	17.2808
5.37745E-04	16.4691
5.38023E-04	15.8051
5.38358E-04	15.1847
5.38710E-04	14.6889
5.39130E-04	14.2258
5.39654E-04	13.7922
5.40211E-04	13.4329
5.40822E-04	13.122
5.41411E-04	12.8755
5.41643E-04	12.8084
5.41806E-04	12.788
5.41979E-04	12.8219
5.42186E-04	12.9922
5.42521E-04	13.4429
5.42769E-04	13.4591
5.43161E-04	12.7654
5.43354E-04	12.4831
5.43513E-04	12.3484
5.43662E-04	12.2744
5.43853E-04	12.2138
5.44205E-04	12.1456
5.45576E-04	11.9111
5.47505E-04	11.6564
5.49366E-04	11.468
5.49864E-04	11.4229
5.50042E-04	11.4146
5.50205E-04	11.4245
5.50369E-04	11.4711
5.50635E-04	11.6621
5.50993E-04	11.9103
5.51224E-04	11.8084
5.51612E-04	11.412
5.51786E-04	11.307
5.51929E-04	11.2605
5.52080E-04	11.2333
5.52288E-04	11.2113
5.52979E-04	11.1568
5.54252E-04	11.063
5.54713E-04	11.0349
5.54889E-04	11.0338
5.55013E-04	11.0497
5.55136E-04	11.1029
5.55252E-04	11.2235
5.55381E-04	11.5111
5.55562E-04	12.3486
5.55952E-04	15.7777
5.56267E-04	17.2999
5.56683E-04	15.1489
5.57111E-04	11.9498
5.57274E-04	11.3204
5.57395E-04	11.0612
5.57544E-04	10.9047
5.57696E-04	10.8372
5.57848E-04	10.807
5.58127E-04	10.777
5.58921E-04	10.7122
5.60811E-04	10.5684
5.64297E-04	10.3083
5.67699E-04	9.98987
5.70835E-04	9.60389
5.72886E-04	9.24472
5.74501E-04	8.84124
5.75676E-04	8.4182
5.76556E-04	7.96623
5.77247E-04	7.46719
5.77860E-04	6.82693
5.78332E-04	6.14256
5.78631E-04	5.6033
5.78839E-04	5.34447
5.78947E-04	5.51336
5.79040E-04	6.16199
5.79105E-04	7.15254
5.79178E-04	9.13703
5.79251E-04	12.6049
5.79325E-04	18.2483
5.79393E-04	26.1867
5.79464E-04	37.8731
5.79544E-04	56.7026
5.79638E-04	86.827
5.79787E-04	152.792
5.80042E-04	275.875
5.80175E-04	310.333
5.80306E-04	307.195
5.80457E-04	260.946
5.80707E-04	145.065
5.80837E-04	95.0864
5.80937E-04	67.1112
5.81035E-04	48.1666
5.81121E-04	37.1956
5.81217E-04	29.2102
5.81303E-04	24.7831
5.81393E-04	21.8031
5.81511E-04	19.4439
5.81660E-04	17.7022
5.81884E-04	16.131
5.82210E-04	14.7469
5.82639E-04	13.6073
5.83195E-04	12.6529
5.83687E-04	12.075
5.83973E-04	11.8377
5.84131E-04	11.7754
5.84362E-04	11.8197
5.84717E-04	12.0135
5.85010E-04	11.7861
5.85397E-04	11.0499
5.85620E-04	10.7532
5.85815E-04	10.5879
5.86075E-04	10.4267
5.86808E-04	10.0576
5.88172E-04	9.3858
5.89150E-04	8.84755
5.89928E-04	8.3563
5.90596E-04	7.84171
5.91146E-04	7.34124
5.91621E-04	6.82234
5.92055E-04	6.2532
5.92396E-04	5.72113
5.92695E-04	5.18796
5.92967E-04	4.64281
5.93215E-04	4.10967
5.93422E-04	3.68822
5.93561E-04	3.49396
5.93689E-04	3.5378
5.93769E-04	3.82567
5.93841E-04	4.43073
5.93904E-04	5.4055
5.93953E-04	6.60423
5.94002E-04	8.35076
5.94051E-04	10.8487
5.94107E-04	14.8457
5.94148E-04	18.9808
5.94198E-04	25.4626
5.94248E-04	34.1664
5.94303E-04	46.8743
5.94349E-04	60.5045
5.94416E-04	85.9964
5.94475E-04	115.411
5.94547E-04	159.352
5.94643E-04	233.556
5.94875E-04	451.225
5.95011E-04	559.183
5.95113E-04	602.694
5.95212E-04	605.589
5.95329E-04	559.317
5.95449E-04	470.636
5.95654E-04	289.745
5.95762E-04	208.309
5.95841E-04	160.55
5.95924E-04	121.617
5.95986E-04	99.2853
5.96044E-04	83.0458
5.96106E-04	69.272
5.96165E-04	59.6147
5.96220E-04	52.6088
5.96289E-04	46.011
5.96358E-04	41.2295
5.96430E-04	37.5034
5.96507E-04	34.5469
5.96611E-04	31.6182
5.96733E-04	29.1132
5.96888E-04	26.7823
5.97108E-04	24.3839
5.97349E-04	22.4923
5.97597E-04	21.0293
5.97893E-04	19.7157
5.98230E-04	18.5586
5.98664E-04	17.4542
5.99104E-04	16.6275
5.99586E-04	15.9078
6.00220E-04	15.1749
6.00784E-04	14.6823
6.01534E-04	14.1569
6.02464E-04	13.6549
6.03365E-04	13.2658
6.03894E-04	13.0721
6.04124E-04	13.0008
6.04304E-04	12.9803
6.04555E-04	13.0024
6.04934E-04	13.0473
6.05233E-04	12.9085
6.05586E-04	12.6609
6.05717E-04	12.6254
6.05880E-04	12.6672
6.06028E-04	12.8259
