E(MeV)	pendfb7/Gd152:1	
1.451E-03	6.21788497	
1.451E-03	6.12441014	
1.451E-03	6.047252	
1.451E-03	6.02969202	
1.451E-03	5.92534824	
1.451E-03	5.82212703	
1.451E-03	5.81646725	
1.452E-03	5.70876266	
1.452E-03	5.59618515	
1.452E-03	5.56536914	
1.452E-03	5.48218602	
1.452E-03	5.3728373	
1.452E-03	5.29885144	
1.452E-03	5.26093945	
1.452E-03	5.14161114	
1.452E-03	5.02461659	
1.452E-03	5.01744734	
1.452E-03	4.92965036	
1.452E-03	4.83561753	
1.452E-03	4.79343185	
1.453E-03	4.73892771	
1.453E-03	4.64061351	
1.453E-03	4.56111104	
1.453E-03	4.53104913	
1.453E-03	4.43964768	
1.453E-03	4.35151084	
1.453E-03	4.26731064	
1.453E-03	4.20722257	
1.453E-03	4.15026164	
1.453E-03	4.09695702	
1.453E-03	4.0568732	
1.453E-03	4.04976583	
1.453E-03	4.01582335	
1.453E-03	3.99810367	
1.453E-03	3.99240015	
1.453E-03	3.98492821	
1.453E-03	3.98486128	
1.453E-03	3.99512671	
1.453E-03	4.00406064	
1.453E-03	4.01961711	
1.454E-03	4.04476374	
1.454E-03	4.06586473	
1.454E-03	4.11462633	
1.454E-03	4.13665315	
1.454E-03	4.19543902	
1.454E-03	4.19967706	
1.454E-03	4.28076281	
1.454E-03	4.30481103	
1.454E-03	4.37928772	
1.454E-03	4.44599728	
1.454E-03	4.49467076	
1.454E-03	4.56060514	
1.454E-03	4.633812	
1.454E-03	4.69360059	
1.454E-03	4.79748463	
1.454E-03	4.84691504	
1.454E-03	4.98854224	
1.454E-03	5.02264103	
1.454E-03	5.21003078	
1.454E-03	5.22302747	
1.454E-03	5.45088848	
1.454E-03	5.70900236	
1.454E-03	5.99999044	
1.454E-03	6.32693075	
1.454E-03	6.69311344	
1.454E-03	7.10204593	
1.454E-03	7.55745675	
1.454E-03	8.06329818	
1.454E-03	8.6237471	
1.454E-03	9.24320437	
1.454E-03	9.92629184	
1.454E-03	10.6778475	
1.454E-03	11.5029181	
1.454E-03	12.4067491	
1.454E-03	13.2679272	
1.454E-03	13.3974311	
1.454E-03	14.0603087	
1.454E-03	14.4776501	
1.454E-03	14.9050201	
1.454E-03	15.8004272	
1.454E-03	15.8632404	
1.454E-03	16.758796	
1.454E-03	17.1775673	
1.454E-03	17.7751545	
1.454E-03	18.6065608	
1.454E-03	19.4175879	
1.454E-03	20.1383326	
1.454E-03	20.5939774	
1.454E-03	21.8041156	
1.454E-03	22.2727912	
1.455E-03	24.0757666	
1.455E-03	24.2191995	
1.455E-03	26.0214888	
1.455E-03	26.8957724	
1.455E-03	28.1041306	
1.455E-03	29.8229821	
1.455E-03	30.4454358	
1.455E-03	32.9516218	
1.455E-03	33.0149467	
1.455E-03	35.9053627	
1.455E-03	36.0356706	
1.455E-03	38.7897386	
1.455E-03	39.6590856	
1.455E-03	42.3133314	
1.455E-03	43.7136288	
1.455E-03	46.0860033	
1.455E-03	48.2553344	
1.455E-03	50.4598228	
1.455E-03	53.3291077	
1.455E-03	55.7012381	
1.455E-03	59.7424076	
1.455E-03	60.9182055	
1.455E-03	66.6837015	
1.455E-03	67.5514078	
1.455E-03	73.7128879	
1.455E-03	73.9366823	
1.455E-03	81.684211	
1.455E-03	82.6697564	
1.455E-03	90.1598168	
1.455E-03	92.7748104	
1.455E-03	100.193475	
1.455E-03	107.392723	
1.455E-03	111.597023	
1.455E-03	125.905908	
1.455E-03	144.204743	
1.455E-03	169.173568	
1.456E-03	187.727737	
1.456E-03	203.601194	
1.456E-03	208.791103	
1.456E-03	216.328236	
1.456E-03	224.729319	
1.456E-03	228.540931	
1.456E-03	237.778592	
1.456E-03	245.632421	
1.456E-03	247.140359	
1.456E-03	251.962452	
1.456E-03	254.104762	
1.456E-03	256.658646	
1.456E-03	258.89185	
1.456E-03	262.756448	
1.456E-03	262.795654	
1.456E-03	264.248954	
1.456E-03	264.447009	
1.456E-03	264.415408	
1.456E-03	264.188168	
1.456E-03	263.208122	
1.456E-03	262.831786	
1.456E-03	260.443215	
1.456E-03	260.053767	
1.456E-03	256.577687	
1.456E-03	255.099964	
1.456E-03	249.428188	
1.457E-03	242.385341	
1.457E-03	240.805194	
1.457E-03	234.276614	
1.457E-03	229.289133	
1.457E-03	220.466353	
1.457E-03	214.400192	
1.457E-03	206.179443	
1.457E-03	161.981058	
1.457E-03	147.212108	
1.457E-03	143.431707	
1.457E-03	132.948378	
1.457E-03	127.78044	
1.457E-03	122.853603	
1.457E-03	113.14046	
1.457E-03	106.317296	
1.457E-03	104.071799	
1.457E-03	99.7948253	
1.457E-03	95.5789759	
1.457E-03	93.0786947	
1.457E-03	88.2476002	
1.457E-03	88.1540045	
1.457E-03	83.5516277	
1.457E-03	81.4622579	
1.458E-03	79.1521208	
1.458E-03	75.1881404	
1.458E-03	74.9511635	
1.458E-03	71.0542515	
1.458E-03	69.4420772	
1.458E-03	67.3632426	
1.458E-03	64.186295	
1.458E-03	63.857814	
1.458E-03	61.2056581	
1.458E-03	59.4189333	
1.458E-03	58.2368347	
1.458E-03	55.4439765	
1.458E-03	55.099736	
1.458E-03	52.8795193	
1.458E-03	51.2142263	
1.458E-03	50.4483414	
1.458E-03	48.1883443	
1.458E-03	47.678082	
1.458E-03	46.1076228	
1.458E-03	44.5203306	
1.458E-03	44.1386398	
1.458E-03	42.3364011	
1.458E-03	41.7082609	
1.458E-03	40.6639526	
1.458E-03	39.20628	
1.458E-03	39.0855315	
1.458E-03	38.0153161	
1.458E-03	36.9881182	
1.458E-03	36.8549148	
1.458E-03	35.8024391	
1.458E-03	35.0236369	
1.458E-03	34.7878974	
1.458E-03	33.8576355	
1.458E-03	33.2838999	
1.458E-03	32.9713139	
1.458E-03	32.1490916	
1.458E-03	31.7433278	
1.458E-03	31.380409	
1.458E-03	30.6644777	
1.458E-03	29.9577096	
1.458E-03	29.3433098	
1.458E-03	28.7367195	
1.458E-03	28.4370227	
1.458E-03	28.172552	
1.458E-03	27.6502354	
1.458E-03	27.1340106	
1.459E-03	26.4583642	
1.459E-03	26.014752	
1.459E-03	25.9160543	
1.459E-03	25.4298662	
1.459E-03	25.045811	
1.459E-03	24.9621455	
1.459E-03	24.5496971	
1.459E-03	24.142097	
1.459E-03	23.8196118	
1.459E-03	23.7507289	
1.459E-03	23.2410028	
1.459E-03	22.8059348	
1.459E-03	22.7478931	
1.459E-03	22.3193162	
1.459E-03	21.9525732	
1.459E-03	21.9040487	
1.459E-03	21.5444623	
1.459E-03	21.1889062	
1.459E-03	21.0011627	
1.459E-03	20.8317186	
1.459E-03	20.4473908	
1.459E-03	20.1158769	
1.459E-03	20.0739798	
1.459E-03	19.7506548	
1.459E-03	19.4301629	
1.459E-03	19.3731108	
1.459E-03	19.1497569	
1.460E-03	18.7900399	
1.460E-03	18.5432152	
1.460E-03	18.4495454	
1.460E-03	18.1477606	
1.460E-03	17.8482805	
1.460E-03	17.5310009	
1.460E-03	17.2555877	
1.460E-03	17.2210179	
1.460E-03	16.9466168	
1.460E-03	16.7422131	
1.460E-03	16.6828554	
1.460E-03	16.4470454	
1.461E-03	16.2126551	
1.461E-03	16.1543701	
1.461E-03	16.0032474	
1.461E-03	15.8028572	
1.461E-03	15.6533874	
1.461E-03	15.5688097	
1.461E-03	15.3587018	
1.461E-03	15.1497609	
1.461E-03	15.0250108	
1.461E-03	14.9555049	
1.462E-03	14.7826433	
1.462E-03	14.6105817	
1.462E-03	14.5077715	
1.462E-03	14.4494689	
1.462E-03	14.3043472	
1.462E-03	14.1021183	
1.462E-03	14.0733657	
1.462E-03	13.927724	
1.463E-03	13.7586401	
1.463E-03	13.5902803	
1.463E-03	13.4494598	
1.463E-03	13.3091965	
1.463E-03	13.189393	
1.463E-03	13.172901	
1.464E-03	13.0578939	
1.464E-03	12.9105936	
1.464E-03	12.7638509	
1.464E-03	12.6988476	
1.464E-03	12.6325803	
1.465E-03	12.5137237	
1.465E-03	12.3952398	
1.465E-03	12.3033414	
1.465E-03	12.2819234	
1.466E-03	12.1858335	
1.466E-03	12.0900025	
1.466E-03	11.9625829	
1.466E-03	11.8778733	
1.466E-03	11.843911	
1.467E-03	11.7423326	
1.467E-03	11.641023	
1.468E-03	11.5399483	
1.468E-03	11.4642969	
1.468E-03	11.4440464	
1.468E-03	11.322878	
1.469E-03	11.2255231	
1.469E-03	11.1116298	
1.470E-03	11.0748566	
1.470E-03	11.0125986	
1.470E-03	10.9207639	
1.471E-03	10.8291015	
1.471E-03	10.7375888	
1.472E-03	10.705914	
1.472E-03	10.6567204	
1.473E-03	10.5439963	
1.473E-03	10.431185	
1.474E-03	10.3580313	
1.474E-03	10.3246738	
1.475E-03	10.2296496	
1.476E-03	10.134762	
1.476E-03	10.0399923	
1.476E-03	10.0324432	
1.477E-03	9.95822585	
1.478E-03	9.83741306	
1.479E-03	9.72811273	
1.480E-03	9.62460278	
1.481E-03	9.57634504	
1.481E-03	9.52716903	
1.482E-03	9.43505584	
1.483E-03	9.34303169	
1.485E-03	9.18372533	
1.486E-03	9.0919351	
1.487E-03	9.00023655	
1.488E-03	8.9086386	
1.489E-03	8.8171505	
1.490E-03	8.72579087	
1.491E-03	8.64046362	
1.491E-03	8.59819485	
1.492E-03	8.55217861	
1.492E-03	8.48915833	
1.493E-03	8.42624145	
1.493E-03	8.36345461	
1.494E-03	8.30082673	
1.494E-03	8.25398434	
1.494E-03	8.24606953	
1.495E-03	8.19930579	
1.495E-03	8.13491922	
1.496E-03	8.09214031	
1.496E-03	8.04950312	
1.496E-03	8.03351912	
1.496E-03	7.99907587	
1.497E-03	7.94405124	
1.497E-03	7.90294139	
1.497E-03	7.86199428	
1.497E-03	7.82123917	
1.498E-03	7.7785094	
1.498E-03	7.73499572	
1.498E-03	7.70620275	
1.498E-03	7.70007604	
1.498E-03	7.66976571	
1.498E-03	7.63142926	
1.499E-03	7.5933733	
1.499E-03	7.55618776	
1.499E-03	7.55552442	
1.499E-03	7.5146652	
1.499E-03	7.47937837	
1.499E-03	7.44441772	
1.499E-03	7.4098419	
1.499E-03	7.40541852	
1.500E-03	7.36764462	
1.500E-03	7.33545603	
1.500E-03	7.3036414	
1.500E-03	7.27226949	
1.500E-03	7.24829758	
1.500E-03	7.23929742	
1.500E-03	7.20289353	
1.500E-03	7.17391241	
1.500E-03	7.1455322	
1.500E-03	7.11792188	
1.500E-03	7.1000478	
1.500E-03	7.08269179	
1.500E-03	7.07934763	
1.500E-03	7.06072746	
1.500E-03	7.03820346	
1.501E-03	7.01659415	
1.501E-03	7.00109577	
1.501E-03	6.98631341	
1.501E-03	6.9723623	
1.501E-03	6.95936448	
1.501E-03	6.94747266	
1.501E-03	6.93686077	
1.501E-03	6.92771986	
1.501E-03	6.92027924	
1.501E-03	6.91540011	
1.501E-03	6.91217615	
1.501E-03	6.91081647	
1.501E-03	6.91115898	
1.501E-03	6.91278751	
1.501E-03	6.91581763	
1.501E-03	6.92037376	
1.501E-03	6.92658961	
1.501E-03	6.93460863	
1.501E-03	6.94458011	
1.501E-03	6.95667615	
1.501E-03	6.97106848	
1.501E-03	6.98794383	
1.501E-03	6.99897888	
1.501E-03	7.00942071	
1.501E-03	7.03627601	
1.501E-03	7.0662465	
1.501E-03	7.09956787	
1.501E-03	7.1364887	
1.501E-03	7.17307786	
1.501E-03	7.17791548	
1.501E-03	7.22910626	
1.501E-03	7.27584365	
1.501E-03	7.337029	
1.501E-03	7.4034709	
1.501E-03	7.45029969	
1.501E-03	7.47874262	
1.501E-03	7.56593461	
1.502E-03	7.65950563	
1.502E-03	7.75981186	
1.502E-03	7.85648428	
1.502E-03	7.86831239	
1.502E-03	7.99381607	
1.502E-03	8.12733138	
1.502E-03	8.25501503	
1.502E-03	8.27036789	
1.502E-03	8.43236755	
1.502E-03	8.60356265	
1.502E-03	8.76645731	
1.502E-03	8.78589757	
1.502E-03	8.99074529	
1.502E-03	9.20617738	
1.502E-03	9.41146092	
1.502E-03	9.50921787	
1.502E-03	9.82001596	
1.502E-03	10.1480902	
1.502E-03	10.2058166	
1.502E-03	10.513446	
1.502E-03	10.901216	
1.502E-03	11.1726473	
1.502E-03	11.3166839	
1.502E-03	11.7683753	
1.502E-03	12.204433	
1.502E-03	12.4132765	
1.502E-03	13.1191273	
1.502E-03	13.3981188	
1.502E-03	13.8862243	
1.502E-03	14.759413	
1.502E-03	14.8131857	
1.502E-03	15.8307728	
1.502E-03	16.304153	
1.502E-03	16.9218468	
1.502E-03	18.0153967	
1.502E-03	18.082356	
1.502E-03	19.7599297	
1.502E-03	20.0506403	
1.502E-03	21.2580943	
1.502E-03	22.3521942	
1.502E-03	23.6460979	
1.503E-03	24.8166388	
1.503E-03	26.8818124	
1.503E-03	27.4057513	
1.503E-03	30.9888877	
1.503E-03	34.0958661	
1.503E-03	37.1337967	
1.503E-03	39.7533304	
1.503E-03	40.7642125	
1.503E-03	41.6214498	
1.503E-03	43.1111349	
1.503E-03	43.749217	
1.503E-03	44.4286386	
1.503E-03	45.8752326	
1.503E-03	45.9342466	
1.503E-03	46.9037025	
1.503E-03	47.3522556	
1.503E-03	47.7441704	
1.503E-03	48.2029458	
1.503E-03	48.3808215	
1.503E-03	48.5918542	
1.503E-03	48.6088028	
1.504E-03	48.527134	
1.504E-03	48.5130829	
1.504E-03	48.1788297	
1.504E-03	47.9667584	
1.504E-03	47.7250434	
1.504E-03	47.0563855	
1.504E-03	46.9329309	
1.504E-03	45.7051087	
1.504E-03	45.6235955	
1.504E-03	44.3705723	
1.504E-03	43.7862849	
1.504E-03	42.5360944	
1.504E-03	41.811989	
1.504E-03	39.9413347	
1.504E-03	39.6355997	
1.504E-03	36.4497191	
1.504E-03	31.4755622	
1.504E-03	29.2932046	
1.504E-03	27.1782801	
1.504E-03	25.3680155	
1.504E-03	24.4951245	
1.505E-03	24.0687546	
1.505E-03	22.8340395	
1.505E-03	21.6461351	
1.505E-03	21.4554125	
1.505E-03	20.6603253	
1.505E-03	19.7195917	
1.505E-03	18.8169352	
1.505E-03	17.9927335	
1.505E-03	17.2055786	
1.505E-03	16.8278394	
1.505E-03	16.6476318	
1.505E-03	16.1271847	
1.505E-03	15.6258581	
1.505E-03	15.5453922	
1.505E-03	15.1678338	
1.505E-03	14.6265636	
1.505E-03	14.2807138	
1.505E-03	13.9463786	
1.505E-03	13.7848789	
1.505E-03	13.6360932	
1.505E-03	13.3491752	
1.505E-03	13.0724749	
1.505E-03	12.8055523	
1.505E-03	12.6768583	
1.505E-03	12.5577392	
1.505E-03	12.3283996	
1.505E-03	12.1075267	
1.505E-03	11.8946929	
1.505E-03	11.8742029	
1.505E-03	11.7039981	
1.505E-03	11.5220396	
1.505E-03	11.3468878	
1.505E-03	11.2288253	
1.505E-03	11.1829005	
1.505E-03	11.0145393	
1.505E-03	10.8775959	
1.505E-03	10.7456693	
1.505E-03	10.6184477	
1.505E-03	10.5649311	
1.505E-03	10.5036647	
1.505E-03	10.3992044	
1.506E-03	10.2985899	
1.506E-03	10.2015606	
1.506E-03	10.1078692	
1.506E-03	10.0753806	
1.506E-03	10.024081	
1.506E-03	9.94700643	
1.506E-03	9.87257239	
1.506E-03	9.80061232	
1.506E-03	9.73986628	
1.506E-03	9.7320839	
1.506E-03	9.67345173	
1.506E-03	9.61676963	
1.506E-03	9.56188463	
1.506E-03	9.50865393	
1.506E-03	9.45694439	
1.506E-03	9.40663214	
1.506E-03	9.40539136	
1.506E-03	9.36568536	
1.506E-03	9.31915402	
1.506E-03	9.27988094	
1.506E-03	9.24162567	
1.506E-03	9.18597153	
1.506E-03	9.13212133	
1.506E-03	9.10076691	
1.506E-03	9.08356496	
1.506E-03	9.04195708	
1.506E-03	9.00152528	
1.506E-03	8.96212105	
1.506E-03	8.89837307	
1.506E-03	8.8884621	
1.506E-03	8.85631229	
1.506E-03	8.81714722	
1.506E-03	8.77883762	
1.506E-03	8.74122347	
1.507E-03	8.70420107	
1.507E-03	8.64954778	
1.507E-03	8.63879028	
1.507E-03	8.60425793	
1.507E-03	8.55543679	
1.507E-03	8.51493112	
1.507E-03	8.4548928	
1.507E-03	8.42078461	
1.507E-03	8.40005136	
1.507E-03	8.35184969	
1.507E-03	8.30409359	
1.507E-03	8.25671495	
1.508E-03	8.19402535	
1.508E-03	8.19295413	
1.508E-03	8.14212383	
1.508E-03	8.09079641	
1.508E-03	8.02762532	
1.508E-03	7.99014132	
1.508E-03	7.94447679	
1.508E-03	7.91930418	
1.509E-03	7.85481687	
1.509E-03	7.79070885	
1.509E-03	7.73311384	
1.509E-03	7.72749077	
1.509E-03	7.66985742	
1.509E-03	7.61246788	
1.510E-03	7.53107949	
1.510E-03	7.43604689	
1.510E-03	7.368454	
1.511E-03	7.27867134	
1.511E-03	7.18925523	
1.511E-03	7.10020188	
1.512E-03	7.0115092	
1.512E-03	6.95263292	
1.512E-03	6.92010832	
1.513E-03	6.82293116	
1.513E-03	6.72619683	
1.513E-03	6.62995227	
1.514E-03	6.52151392	
1.514E-03	6.44957549	
1.514E-03	6.37795784	
1.514E-03	6.29709354	
1.515E-03	6.2166337	
1.515E-03	6.13663258	
1.515E-03	6.05410552	
1.515E-03	5.97206288	
1.515E-03	5.89056405	
1.516E-03	5.86360958	
1.516E-03	5.80028426	
1.516E-03	5.70601817	
1.516E-03	5.61259734	
1.516E-03	5.58173705	
1.516E-03	5.537206	
1.516E-03	5.45768492	
1.517E-03	5.38183129	
1.517E-03	5.36859958	
1.517E-03	5.28995043	
1.517E-03	5.21203685	
1.517E-03	5.160652	
1.517E-03	5.13109438	
1.517E-03	5.04337743	
1.517E-03	4.95675943	
1.517E-03	4.91408929	
1.517E-03	4.86464818	
1.518E-03	4.7672556	
1.518E-03	4.68345805	
1.518E-03	4.67169021	
1.518E-03	4.60491202	
1.518E-03	4.52609189	
1.518E-03	4.49602946	
1.518E-03	4.4434406	
1.518E-03	4.35915845	
1.518E-03	4.30893262	
1.518E-03	4.27335022	
1.518E-03	4.20637245	
1.518E-03	4.14104832	
1.518E-03	4.11287827	
1.518E-03	4.07404071	
1.519E-03	4.01631412	
1.519E-03	3.96532524	
1.519E-03	3.91627497	
1.519E-03	3.86949021	
1.519E-03	3.8254089	
1.519E-03	3.78453929	
1.519E-03	3.75458639	
1.519E-03	3.74869853	
1.519E-03	3.7306164	
1.519E-03	3.71488537	
1.519E-03	3.70742136	
1.519E-03	3.70466775	
1.519E-03	3.70128184	
1.519E-03	3.70133016	
1.519E-03	3.70410447	
1.519E-03	3.71774737	
1.519E-03	3.73365608	
1.519E-03	3.74460696	
1.519E-03	3.77533379	
1.519E-03	3.80960738	
1.519E-03	3.83046225	
1.519E-03	3.85403797	
1.519E-03	3.91025915	
1.519E-03	3.91858076	
1.519E-03	3.98121913	
1.519E-03	4.02011284	
1.519E-03	4.06536482	
1.519E-03	4.1485484	
1.519E-03	4.16376682	
1.519E-03	4.28149224	
1.519E-03	4.30983821	
1.519E-03	4.41989486	
1.520E-03	4.5085584	
1.520E-03	4.57684466	
1.520E-03	4.66450941	
1.520E-03	4.75978865	
1.520E-03	4.84142777	
1.520E-03	4.96930533	
1.520E-03	5.04131006	
1.520E-03	5.20819332	
1.520E-03	5.26629005	
1.520E-03	5.47940446	
1.520E-03	5.51856823	
1.520E-03	5.75745445	
1.520E-03	5.80112802	
1.520E-03	6.035864	
1.520E-03	6.11662822	
1.520E-03	6.34384654	
1.520E-03	6.54202994	
1.520E-03	6.67731122	
1.520E-03	6.85641279	
1.520E-03	7.04560069	
1.520E-03	7.19697053	
1.520E-03	7.44822551	
1.520E-03	7.56561006	
1.520E-03	7.88750996	
1.520E-03	7.96369426	
1.520E-03	8.3658868	
1.520E-03	8.39329875	
1.520E-03	8.8566291	
1.520E-03	8.88717851	
1.520E-03	9.35604716	
1.520E-03	9.45462403	
1.520E-03	9.89230158	
1.520E-03	10.0693084	
1.520E-03	10.4677935	
1.520E-03	10.7339844	
1.520E-03	11.0840293	
1.520E-03	11.451214	
1.520E-03	11.7435682	
1.520E-03	12.2244101	
1.520E-03	12.4479117	
1.520E-03	13.05626	
1.520E-03	13.2005671	
1.520E-03	14.0046283	
1.520E-03	14.424773	
1.520E-03	14.8570908	
1.520E-03	15.5980383	
1.520E-03	16.239305	
1.520E-03	16.8606199	
1.520E-03	17.7499805	
1.520E-03	18.2228696	
1.520E-03	19.3958979	
1.520E-03	19.688984	
1.520E-03	21.1893237	
1.520E-03	21.8248259	
1.520E-03	23.13001	
1.520E-03	24.1654688	
1.520E-03	25.2263972	
1.520E-03	26.7194176	
1.520E-03	27.4839573	
1.520E-03	29.4960756	
1.520E-03	29.9081908	
1.520E-03	32.5032628	
1.520E-03	35.0031789	
1.520E-03	36.0715581	
1.521E-03	38.5529275	
1.521E-03	39.902279	
1.521E-03	41.1723776	
1.521E-03	44.0368837	
1.521E-03	44.7095694	
1.521E-03	48.4648253	
1.521E-03	48.943944	
1.521E-03	53.1906691	
1.521E-03	54.4929366	
1.521E-03	58.2119361	
1.521E-03	61.546487	
1.521E-03	64.8031184	
1.521E-03	70.5924159	
1.521E-03	72.7049678	
1.521E-03	80.8983739	
1.521E-03	92.2340589	
1.521E-03	106.748544	
1.521E-03	125.002836	
1.521E-03	138.160931	
1.521E-03	138.828779	
1.521E-03	148.628697	
1.521E-03	149.903155	
1.521E-03	157.720905	
1.521E-03	160.635009	
1.521E-03	164.925048	
1.522E-03	169.057234	
1.522E-03	171.381363	
1.522E-03	175.570909	
1.522E-03	177.70563	
1.522E-03	180.233059	
1.522E-03	182.551	
1.522E-03	183.736932	
1.522E-03	185.616927	
1.522E-03	186.86759	
1.522E-03	187.676526	
1.522E-03	188.42121	
1.522E-03	188.569156	
1.522E-03	188.546273	
1.522E-03	188.379044	
1.522E-03	187.391	
1.522E-03	186.680714	
1.522E-03	185.310414	
1.522E-03	184.099358	
1.522E-03	181.842395	
1.522E-03	179.719441	
1.522E-03	176.935573	
1.522E-03	174.898897	
1.522E-03	170.430408	
1.522E-03	168.268951	
1.522E-03	162.295124	
1.522E-03	159.041063	
1.522E-03	154.031211	
1.522E-03	147.546936	
1.522E-03	145.154027	
1.523E-03	115.961314	
1.523E-03	104.659194	
1.523E-03	101.248973	
1.523E-03	97.3244571	
1.523E-03	89.5906084	
1.523E-03	88.4505994	
1.523E-03	82.7053335	
1.523E-03	79.5315839	
1.523E-03	76.8396996	
1.523E-03	71.74641	
1.523E-03	71.2570957	
1.523E-03	66.0445328	
1.523E-03	64.5775212	
1.523E-03	61.1591562	
1.523E-03	58.0201407	
1.523E-03	54.503942	
1.523E-03	54.0116278	
1.523E-03	51.1996968	
1.523E-03	50.280976	
1.523E-03	48.1024392	
1.523E-03	46.822955	
1.523E-03	45.2204746	
1.523E-03	42.8683165	
1.523E-03	42.5040294	
1.523E-03	40.6302625	
1.523E-03	39.3145791	
1.523E-03	38.8229763	
1.523E-03	37.1321242	
1.523E-03	36.8946456	
1.524E-03	35.5823927	
1.524E-03	33.6530909	
1.524E-03	33.3025389	
1.524E-03	32.4750123	
1.524E-03	31.3473662	
1.524E-03	30.7921163	
1.524E-03	30.284241	
1.524E-03	29.284829	
1.524E-03	28.5745023	
1.524E-03	28.3249109	
1.524E-03	27.4419491	
1.524E-03	26.6216847	
1.524E-03	26.5776256	
1.524E-03	25.7995833	
1.524E-03	25.0340474	
1.524E-03	24.9087078	
1.524E-03	24.3382937	
1.524E-03	23.665468	
1.524E-03	23.4076949	
1.524E-03	23.0406058	
1.524E-03	22.449604	
1.524E-03	22.0941324	
1.524E-03	21.8890396	
1.524E-03	21.2564436	
1.524E-03	20.9457544	
1.524E-03	20.7281173	
1.524E-03	20.2378973	
1.524E-03	19.9412722	
1.524E-03	19.7729969	
1.524E-03	19.3435687	
1.524E-03	19.0619042	
1.524E-03	18.9341508	
1.524E-03	18.5573556	
1.524E-03	18.29168	
1.524E-03	18.0896013	
1.524E-03	17.6611071	
1.524E-03	17.3056179	
1.524E-03	17.2493878	
1.524E-03	16.8915582	
1.524E-03	16.5403491	
1.524E-03	16.4871889	
1.524E-03	16.2321306	
1.524E-03	15.935901	
1.524E-03	15.8013155	
1.524E-03	15.6631411	
1.524E-03	15.4106418	
1.524E-03	15.2192343	
1.525E-03	15.1691418	
1.525E-03	14.9553416	
1.525E-03	14.6961182	
1.525E-03	14.5683634	
1.525E-03	14.4577649	
1.525E-03	14.239775	
1.525E-03	14.0245993	
1.525E-03	13.8376784	
1.525E-03	13.5611619	
1.525E-03	13.324367	
1.525E-03	13.0907285	
1.525E-03	12.9752298	
1.525E-03	12.8755024	
1.525E-03	12.6781998	
1.525E-03	12.4827912	
1.525E-03	12.2596132	
1.525E-03	12.0525003	
1.525E-03	11.9292989	
1.525E-03	11.8580791	
1.526E-03	11.6229718	
1.526E-03	11.4599623	
1.526E-03	11.3982054	
1.526E-03	11.1942177	
1.526E-03	11.0525619	
1.526E-03	10.9992248	
1.526E-03	10.8228219	
1.526E-03	10.6476435	
1.526E-03	10.5431576	
1.526E-03	10.4856791	
1.526E-03	10.2688262	
1.527E-03	10.1329182	
1.527E-03	10.0623576	
1.527E-03	9.87228644	
1.527E-03	9.68348182	
1.527E-03	9.65385844	
1.527E-03	9.51437306	
1.527E-03	9.3497562	
1.527E-03	9.18608121	
1.528E-03	9.0318556	
1.528E-03	9.02408425	
1.528E-03	8.87727554	
1.528E-03	8.73127932	
1.528E-03	8.5201365	
1.528E-03	8.3508359	
1.529E-03	8.18272925	
1.529E-03	8.01591894	
1.529E-03	7.89175522	
1.529E-03	7.76850493	
1.529E-03	7.64630073	
1.529E-03	7.53653226	
1.529E-03	7.52375446	
1.530E-03	7.38727092	
1.530E-03	7.29733448	
1.530E-03	7.20846186	
1.530E-03	7.13859772	
1.530E-03	7.06180569	
1.530E-03	6.98670551	
1.530E-03	6.93784624	
1.530E-03	6.92355401	
1.530E-03	6.8850263	
1.530E-03	6.83146473	
1.530E-03	6.77970744	
1.530E-03	6.74232153	
1.530E-03	6.70639231	
1.530E-03	6.67215912	
1.530E-03	6.63992587	
1.530E-03	6.61002016	
1.531E-03	6.58283117	
1.531E-03	6.55880337	
1.531E-03	6.54480168	
1.531E-03	6.5326028	
1.531E-03	6.5224024	
1.531E-03	6.52160142	
1.531E-03	6.51771629	
1.531E-03	6.51582164	
1.531E-03	6.5165897	
1.531E-03	6.52110552	
1.531E-03	6.52828487	
1.531E-03	6.53884061	
1.531E-03	6.56060742	
1.531E-03	6.58636892	
1.531E-03	6.61650073	
1.531E-03	6.65136843	
1.531E-03	6.67599252	
1.531E-03	6.69596282	
1.531E-03	6.75341955	
1.531E-03	6.81687661	
1.531E-03	6.88677813	
1.531E-03	6.96369475	
1.531E-03	6.98313814	
1.531E-03	7.05959493	
1.531E-03	7.16696942	
1.531E-03	7.28292936	
1.531E-03	7.32142078	
1.531E-03	7.41780218	
1.531E-03	7.56677793	
1.531E-03	7.66482784	
1.531E-03	7.7311502	
1.531E-03	7.9145522	
1.531E-03	7.99459215	
1.531E-03	8.11808538	
1.531E-03	8.3396421	
1.531E-03	8.44835759	
1.531E-03	8.61689354	
1.531E-03	8.86333216	
1.531E-03	8.9926945	
1.531E-03	9.13116148	
1.531E-03	9.42091256	
1.531E-03	9.63974808	
1.531E-03	9.72957784	
1.532E-03	10.0670175	
1.532E-03	10.4027494	
1.532E-03	10.61125	
1.532E-03	11.0532444	
1.532E-03	11.2150927	
1.532E-03	11.7771286	
1.532E-03	11.879322	
1.532E-03	12.578535	
1.532E-03	12.6066045	
1.532E-03	13.4017467	
1.532E-03	13.4635987	
1.532E-03	14.2685787	
1.532E-03	14.5716463	
1.532E-03	15.2012002	
1.532E-03	15.5657364	
1.532E-03	16.1685625	
1.532E-03	16.6380982	
