E(MeV)	"TA-181(N,TOT)"	
1.03493E-05	3.27460E+03	
1.03503E-05	3.28314E+03	
1.03545E-05	3.30371E+03	
1.03555E-05	3.30863E+03	
1.03598E-05	3.31580E+03	
1.03606E-05	3.31464E+03	
1.03653E-05	3.30621E+03	
1.03659E-05	3.30344E+03	
1.03690E-05	3.28684E+03	
1.03703E-05	3.27923E+03	
1.03741E-05	3.24541E+03	
1.03762E-05	3.22656E+03	
1.03788E-05	3.19482E+03	
1.03810E-05	3.16687E+03	
1.03847E-05	3.11117E+03	
1.03869E-05	3.07621E+03	
1.03911E-05	2.99890E+03	
1.03938E-05	2.94680E+03	
1.03980E-05	2.85709E+03	
1.04007E-05	2.79678E+03	
1.04049E-05	2.69736E+03	
1.04076E-05	2.63068E+03	
1.04117E-05	2.52337E+03	
1.04180E-05	2.36164E+03	
1.04221E-05	2.25084E+03	
1.04369E-05	1.85277E+03	
1.04428E-05	1.70253E+03	
1.04456E-05	1.63202E+03	
1.04525E-05	1.46547E+03	
1.04532E-05	1.44972E+03	
1.04576E-05	1.34778E+03	
1.04600E-05	1.29589E+03	
1.04628E-05	1.23682E+03	
1.04669E-05	1.15361E+03	
1.04680E-05	1.13291E+03	
1.04732E-05	1.03628E+03	
1.04739E-05	1.02432E+03	
1.04783E-05	9.46956E+02	
1.04790E-05	9.35961E+02	
1.04835E-05	8.64828E+02	
1.04842E-05	8.54764E+02	
1.04887E-05	7.89683E+02	
1.04894E-05	7.80377E+02	
1.04921E-05	7.43349E+02	
1.04945E-05	7.13079E+02	
1.04964E-05	6.89422E+02	
1.04995E-05	6.53968E+02	
1.05003E-05	6.44530E+02	
1.05040E-05	6.04765E+02	
1.05042E-05	6.02925E+02	
1.05081E-05	5.64442E+02	
1.05086E-05	5.60074E+02	
1.05120E-05	5.28880E+02	
1.05131E-05	5.19348E+02	
1.05158E-05	4.96766E+02	
1.05191E-05	4.70345E+02	
1.05194E-05	4.68326E+02	
1.05230E-05	4.42011E+02	
1.05238E-05	4.36907E+02	
1.05266E-05	4.17632E+02	
1.05286E-05	4.05367E+02	
1.05315E-05	3.87899E+02	
1.05351E-05	3.67697E+02	
1.05363E-05	3.61019E+02	
1.05411E-05	3.36739E+02	
1.05416E-05	3.34766E+02	
1.05460E-05	3.14819E+02	
1.05480E-05	3.06269E+02	
1.05508E-05	2.94966E+02	
1.05545E-05	2.80998E+02	
1.05547E-05	2.80193E+02	
1.05592E-05	2.64574E+02	
1.05610E-05	2.59100E+02	
1.05638E-05	2.50280E+02	
1.05674E-05	2.39656E+02	
1.05683E-05	2.37175E+02	
1.05713E-05	2.29061E+02	
1.05739E-05	2.22628E+02	
1.05773E-05	2.14131E+02	
1.05825E-05	2.02620E+02	
1.05834E-05	2.00721E+02	
1.05894E-05	1.88677E+02	
1.05911E-05	1.85547E+02	
1.05955E-05	1.77801E+02	
1.05998E-05	1.70732E+02	
1.06015E-05	1.67931E+02	
1.06073E-05	1.59265E+02	
1.06084E-05	1.57786E+02	
1.06131E-05	1.51341E+02	
1.06170E-05	1.46529E+02	
1.06209E-05	1.41761E+02	
1.06256E-05	1.36492E+02	
1.06287E-05	1.33174E+02	
1.06364E-05	1.25428E+02	
1.06386E-05	1.23465E+02	
1.06442E-05	1.18426E+02	
1.06515E-05	1.12396E+02	
1.06520E-05	1.12046E+02	
1.06597E-05	1.06251E+02	
1.06645E-05	1.02996E+02	
1.06679E-05	1.00654E+02	
1.06765E-05	9.52820E+01	
1.06774E-05	9.47880E+01	
1.06852E-05	9.03998E+01	
1.06938E-05	8.59054E+01	
1.06946E-05	8.54898E+01	
1.07024E-05	8.18021E+01	
1.07110E-05	7.80049E+01	
1.07119E-05	7.76520E+01	
1.07197E-05	7.45219E+01	
1.07320E-05	6.99859E+01	
1.07326E-05	6.97506E+01	
1.07434E-05	6.61825E+01	
1.07520E-05	6.35534E+01	
1.07542E-05	6.29052E+01	
1.07649E-05	5.99130E+01	
1.07721E-05	5.80842E+01	
1.07757E-05	5.71546E+01	
1.07865E-05	5.46178E+01	
1.07921E-05	5.33904E+01	
1.07973E-05	5.22742E+01	
1.08135E-05	4.90782E+01	
1.08188E-05	4.81034E+01	
1.08257E-05	4.68772E+01	
1.08395E-05	4.46109E+01	
1.08475E-05	4.34107E+01	
1.08533E-05	4.25346E+01	
1.08671E-05	4.06335E+01	
1.08761E-05	3.94914E+01	
1.08809E-05	3.88788E+01	
1.08947E-05	3.72629E+01	
1.08952E-05	3.72173E+01	
1.09085E-05	3.57803E+01	
1.09292E-05	3.37399E+01	
1.09333E-05	3.33728E+01	
1.09465E-05	3.22113E+01	
1.09637E-05	3.08075E+01	
1.09715E-05	3.02245E+01	
1.09810E-05	2.95215E+01	
1.09982E-05	2.83394E+01	
1.10102E-05	2.75787E+01	
1.10155E-05	2.72461E+01	
1.10327E-05	2.62410E+01	
1.10489E-05	2.53773E+01	
1.10586E-05	2.48670E+01	
1.10770E-05	2.39831E+01	
1.10965E-05	2.31080E+01	
1.11069E-05	2.26729E+01	
1.11160E-05	2.23014E+01	
1.11453E-05	2.12056E+01	
1.11655E-05	2.05195E+01	
1.11746E-05	2.02177E+01	
1.12039E-05	1.93317E+01	
1.12048E-05	1.93071E+01	
1.12333E-05	1.85373E+01	
1.12630E-05	1.78034E+01	
1.12832E-05	1.73426E+01	
1.12927E-05	1.71352E+01	
1.13224E-05	1.65330E+01	
1.13520E-05	1.59760E+01	
1.13628E-05	1.57879E+01	
1.13817E-05	1.54690E+01	
1.14118E-05	1.49969E+01	
1.14419E-05	1.45573E+01	
1.14424E-05	1.45508E+01	
1.14821E-05	1.40359E+01	
1.15222E-05	1.35595E+01	
1.15627E-05	1.31191E+01	
1.15635E-05	1.31106E+01	
1.16034E-05	1.27279E+01	
1.16441E-05	1.23678E+01	
1.16848E-05	1.20345E+01	
1.16857E-05	1.20275E+01	
1.17258E-05	1.17374E+01	
1.17671E-05	1.14603E+01	
1.18084E-05	1.12026E+01	
1.18496E-05	1.09623E+01	
1.18506E-05	1.09573E+01	
1.19122E-05	1.06452E+01	
1.19750E-05	1.03582E+01	
1.20178E-05	1.01811E+01	
1.20378E-05	1.01029E+01	
1.21014E-05	9.87838E+00	
1.21651E-05	9.67623E+00	
1.22291E-05	9.49307E+00	
1.22727E-05	9.38072E+00	
1.22937E-05	9.32993E+00	
1.23583E-05	9.19134E+00	
1.24235E-05	9.06882E+00	
1.24890E-05	8.96305E+00	
1.25545E-05	8.87465E+00	
1.26022E-05	8.82166E+00	
1.26688E-05	8.76492E+00	
1.27355E-05	8.72986E+00	
1.27800E-05	8.71976E+00	
1.28250E-05	8.72163E+00	
1.28701E-05	8.73730E+00	
1.28898E-05	8.75106E+00	
1.29152E-05	8.76609E+00	
1.29603E-05	8.81116E+00	
1.30060E-05	8.87881E+00	
1.30403E-05	8.94644E+00	
1.30716E-05	9.02373E+00	
1.30745E-05	9.03037E+00	
1.31088E-05	9.12776E+00	
1.31431E-05	9.24792E+00	
1.31779E-05	9.39713E+00	
1.32011E-05	9.51441E+00	
1.32052E-05	9.53810E+00	
1.32242E-05	9.64256E+00	
1.32474E-05	9.78811E+00	
1.32706E-05	9.95489E+00	
1.32938E-05	1.01461E+01	
1.33170E-05	1.03654E+01	
1.33311E-05	1.05175E+01	
1.33364E-05	1.05731E+01	
1.33601E-05	1.08553E+01	
1.33838E-05	1.11836E+01	
1.33996E-05	1.14322E+01	
1.33999E-05	1.14367E+01	
1.34154E-05	1.17022E+01	
1.34312E-05	1.20031E+01	
1.34470E-05	1.23392E+01	
1.34618E-05	1.26899E+01	
1.34686E-05	1.28710E+01	
1.34755E-05	1.30486E+01	
1.34893E-05	1.34432E+01	
1.35030E-05	1.38825E+01	
1.35168E-05	1.43729E+01	
1.35305E-05	1.49222E+01	
1.35443E-05	1.55314E+01	
1.35580E-05	1.62199E+01	
1.35704E-05	1.69188E+01	
1.35769E-05	1.73312E+01	
1.35814E-05	1.76105E+01	
1.35924E-05	1.83779E+01	
1.36034E-05	1.92377E+01	
1.36144E-05	2.02055E+01	
1.36227E-05	2.10083E+01	
1.36309E-05	2.18925E+01	
1.36392E-05	2.28699E+01	
1.36474E-05	2.39547E+01	
1.36529E-05	2.47423E+01	
1.36605E-05	2.59271E+01	
1.36681E-05	2.72468E+01	
1.36756E-05	2.87241E+01	
1.36804E-05	2.97821E+01	
1.36832E-05	3.03859E+01	
1.36889E-05	3.17730E+01	
1.36945E-05	3.33006E+01	
1.37002E-05	3.49885E+01	
1.37059E-05	3.68601E+01	
1.37116E-05	3.89427E+01	
1.37165E-05	4.09718E+01	
1.37212E-05	4.30508E+01	
1.37217E-05	4.33047E+01	
1.37258E-05	4.53395E+01	
1.37305E-05	4.78597E+01	
1.37351E-05	5.06390E+01	
1.37354E-05	5.08664E+01	
1.37397E-05	5.37153E+01	
1.37444E-05	5.71167E+01	
1.37490E-05	6.08808E+01	
1.37492E-05	6.10352E+01	
1.37537E-05	6.50577E+01	
1.37561E-05	6.74567E+01	
1.37583E-05	6.96897E+01	
1.37630E-05	7.48254E+01	
1.37664E-05	7.89895E+01	
1.37666E-05	7.91983E+01	
1.37702E-05	8.39408E+01	
1.37733E-05	8.83364E+01	
1.37738E-05	8.90710E+01	
1.37774E-05	9.46250E+01	
1.37801E-05	9.91939E+01	
1.37810E-05	1.00625E+02	
1.37846E-05	1.07109E+02	
1.37870E-05	1.11765E+02	
1.37882E-05	1.14099E+02	
1.37918E-05	1.21632E+02	
1.37927E-05	1.23482E+02	
1.37954E-05	1.29741E+02	
1.37991E-05	1.38444E+02	
1.37993E-05	1.38979E+02	
1.38031E-05	1.48984E+02	
1.38037E-05	1.50537E+02	
1.38081E-05	1.62980E+02	
1.38125E-05	1.76585E+02	
1.38130E-05	1.78288E+02	
1.38169E-05	1.91250E+02	
1.38180E-05	1.94960E+02	
1.38213E-05	2.07005E+02	
1.38229E-05	2.13037E+02	
1.38257E-05	2.23869E+02	
1.38279E-05	2.32549E+02	
1.38298E-05	2.40644E+02	
1.38320E-05	2.49911E+02	
1.38339E-05	2.58584E+02	
1.38380E-05	2.77196E+02	
1.38382E-05	2.77817E+02	
1.38422E-05	2.97197E+02	
1.38444E-05	3.07906E+02	
1.38471E-05	3.22125E+02	
1.38499E-05	3.36368E+02	
1.38521E-05	3.48461E+02	
1.38565E-05	3.72683E+02	
1.38581E-05	3.81778E+02	
1.38609E-05	3.97783E+02	
1.38664E-05	4.29839E+02	
1.38719E-05	4.63120E+02	
1.38774E-05	4.96445E+02	
1.38856E-05	5.46501E+02	
1.38911E-05	5.79920E+02	
1.38966E-05	6.11682E+02	
1.38994E-05	6.27573E+02	
1.39076E-05	6.71583E+02	
1.39159E-05	7.10452E+02	
1.39214E-05	7.32781E+02	
1.39247E-05	7.44219E+02	
1.39269E-05	7.51818E+02	
1.39324E-05	7.67236E+02	
1.39335E-05	7.69561E+02	
1.39378E-05	7.78513E+02	
1.39401E-05	7.81883E+02	
1.39423E-05	7.85021E+02	
1.39473E-05	7.88889E+02	
1.39476E-05	7.88971E+02	
1.39496E-05	7.89461E+02	
1.39544E-05	7.88289E+02	
1.39550E-05	7.87763E+02	
1.39599E-05	7.82950E+02	
1.39605E-05	7.81969E+02	
1.39665E-05	7.71063E+02	
1.39682E-05	7.66816E+02	
1.39720E-05	7.56818E+02	
1.39759E-05	7.44310E+02	
1.39775E-05	7.38918E+02	
1.39814E-05	7.24045E+02	
1.39830E-05	7.17639E+02	
1.39896E-05	6.87752E+02	
1.39913E-05	6.80244E+02	
1.39979E-05	6.46080E+02	
1.39995E-05	6.37507E+02	
1.40061E-05	6.00258E+02	
1.40078E-05	5.90919E+02	
1.40144E-05	5.51572E+02	
1.40226E-05	5.02283E+02	
1.40336E-05	4.36448E+02	
1.40353E-05	4.26562E+02	
1.40435E-05	3.79422E+02	
1.40490E-05	3.49467E+02	
1.40565E-05	3.11275E+02	
1.40622E-05	2.83545E+02	
1.40664E-05	2.65049E+02	
1.40680E-05	2.57662E+02	
1.40728E-05	2.37558E+02	
1.40768E-05	2.21936E+02	
1.40771E-05	2.20592E+02	
1.40815E-05	2.04717E+02	
1.40858E-05	1.89883E+02	
1.40875E-05	1.84401E+02	
1.40901E-05	1.76090E+02	
1.40930E-05	1.67453E+02	
1.40978E-05	1.53999E+02	
1.40985E-05	1.52218E+02	
1.41015E-05	1.44673E+02	
1.41051E-05	1.35959E+02	
1.41068E-05	1.32085E+02	
1.41087E-05	1.27836E+02	
1.41123E-05	1.20275E+02	
1.41150E-05	1.14910E+02	
1.41159E-05	1.13240E+02	
1.41195E-05	1.06717E+02	
1.41231E-05	1.00656E+02	
1.41260E-05	9.60998E+01	
1.41267E-05	9.50328E+01	
1.41303E-05	8.98364E+01	
1.41343E-05	8.45773E+01	
1.41364E-05	8.20560E+01	
1.41384E-05	7.95479E+01	
1.41425E-05	7.49499E+01	
1.41467E-05	7.07342E+01	
1.41508E-05	6.68904E+01	
1.41549E-05	6.33647E+01	
1.41570E-05	6.17466E+01	
1.41591E-05	6.01379E+01	
1.41632E-05	5.71831E+01	
1.41673E-05	5.44664E+01	
1.41714E-05	5.19831E+01	
1.41756E-05	4.96948E+01	
1.41807E-05	4.70799E+01	
1.41811E-05	4.69219E+01	
1.41859E-05	4.47271E+01	
1.41910E-05	4.25893E+01	
1.41948E-05	4.11597E+01	
1.41962E-05	4.06441E+01	
1.42013E-05	3.88769E+01	
1.42065E-05	3.72565E+01	
1.42086E-05	3.66681E+01	
1.42134E-05	3.53094E+01	
1.42203E-05	3.35654E+01	
1.42271E-05	3.19897E+01	
1.42292E-05	3.15634E+01	
1.42350E-05	3.03702E+01	
1.42417E-05	2.91295E+01	
1.42471E-05	2.82242E+01	
1.42484E-05	2.79932E+01	
1.42574E-05	2.66285E+01	
1.42663E-05	2.53982E+01	
1.42691E-05	2.50550E+01	
1.42753E-05	2.42945E+01	
1.42842E-05	2.32948E+01	
1.42931E-05	2.23808E+01	
1.43021E-05	2.15416E+01	
1.43131E-05	2.06169E+01	
1.43241E-05	1.97778E+01	
1.43351E-05	1.90127E+01	
1.43409E-05	1.86405E+01	
1.43461E-05	1.83193E+01	
1.43571E-05	1.76906E+01	
1.43681E-05	1.71116E+01	
1.43791E-05	1.65765E+01	
1.43901E-05	1.60804E+01	
1.43915E-05	1.60236E+01	
1.44056E-05	1.54559E+01	
1.44211E-05	1.48919E+01	
1.44365E-05	1.43787E+01	
1.44420E-05	1.42120E+01	
1.44520E-05	1.39170E+01	
1.44675E-05	1.34979E+01	
1.44829E-05	1.31125E+01	
1.44933E-05	1.28753E+01	
1.44984E-05	1.27599E+01	
1.45139E-05	1.24397E+01	
1.45328E-05	1.20798E+01	
1.45517E-05	1.17502E+01	
1.45620E-05	1.15848E+01	
1.45706E-05	1.14515E+01	
1.45895E-05	1.11815E+01	
1.46084E-05	1.09320E+01	
1.46274E-05	1.07006E+01	
1.46479E-05	1.04706E+01	
1.46557E-05	1.03862E+01	
1.46781E-05	1.01667E+01	
1.47040E-05	9.93364E+00	
1.47298E-05	9.71978E+00	
1.47509E-05	9.55951E+00	
1.47557E-05	9.52435E+00	
1.47816E-05	9.35101E+00	
1.48074E-05	9.19054E+00	
1.48462E-05	8.97070E+00	
1.48852E-05	8.77134E+00	
1.49068E-05	8.67111E+00	
1.49245E-05	8.59260E+00	
1.49639E-05	8.43446E+00	
1.50032E-05	8.28965E+00	
1.50112E-05	8.26266E+00	
1.50425E-05	8.16175E+00	
1.50819E-05	8.04514E+00	
1.51218E-05	7.93561E+00	
1.51617E-05	7.83366E+00	
1.52149E-05	7.70784E+00	
1.52230E-05	7.69025E+00	
1.52681E-05	7.59978E+00	
1.53216E-05	7.50093E+00	
1.53756E-05	7.40884E+00	
1.54295E-05	7.32317E+00	
1.55104E-05	7.20485E+00	
1.55466E-05	7.15655E+00	
1.55925E-05	7.10117E+00	
1.56746E-05	7.01072E+00	
1.57570E-05	6.92701E+00	
1.58402E-05	6.84865E+00	
1.59234E-05	6.77561E+00	
1.59884E-05	6.72207E+00	
1.60074E-05	6.70788E+00	
1.61200E-05	6.62989E+00	
1.62333E-05	6.55712E+00	
1.63474E-05	6.48883E+00	
1.64623E-05	6.42435E+00	
1.65579E-05	6.37385E+00	
1.65780E-05	6.36402E+00	
1.67532E-05	6.28495E+00	
1.69301E-05	6.21155E+00	
1.71086E-05	6.14328E+00	
1.72646E-05	6.08825E+00	
1.73471E-05	6.06084E+00	
1.74998E-05	6.01314E+00	
1.76847E-05	5.96067E+00	
1.78086E-05	5.92924E+00	
1.79342E-05	5.90073E+00	
1.80599E-05	5.87600E+00	
1.81873E-05	5.85540E+00	
1.82639E-05	5.84623E+00	
1.83147E-05	5.83727E+00	
1.84116E-05	5.82440E+00	
1.85085E-05	5.81585E+00	
1.86058E-05	5.81271E+00	
1.87041E-05	5.81643E+00	
1.87696E-05	5.82349E+00	
1.87829E-05	5.82583E+00	
1.88351E-05	5.83021E+00	
1.89015E-05	5.84109E+00	
1.89679E-05	5.85837E+00	
1.90344E-05	5.88338E+00	
1.90842E-05	5.90822E+00	
1.91151E-05	5.92749E+00	
1.91345E-05	5.93736E+00	
1.91850E-05	5.97056E+00	
1.92355E-05	6.01274E+00	
1.92861E-05	6.06585E+00	
1.93167E-05	6.10458E+00	
1.93198E-05	6.10810E+00	
1.93534E-05	6.15301E+00	
1.93863E-05	6.20435E+00	
1.94183E-05	6.26267E+00	
1.94503E-05	6.33049E+00	
1.94692E-05	6.37720E+00	
1.94823E-05	6.40734E+00	
1.95143E-05	6.49423E+00	
1.95463E-05	6.59650E+00	
1.95703E-05	6.68505E+00	
1.95732E-05	6.69718E+00	
1.95943E-05	6.78121E+00	
1.96183E-05	6.89043E+00	
1.96462E-05	7.03752E+00	
1.96661E-05	7.15786E+00	
1.96794E-05	7.24805E+00	
1.96860E-05	7.29132E+00	
1.97059E-05	7.43835E+00	
1.97258E-05	7.60535E+00	
1.97458E-05	7.79560E+00	
1.97657E-05	8.01315E+00	
1.97806E-05	8.19222E+00	
1.97930E-05	8.35710E+00	
1.98080E-05	8.57633E+00	
1.98229E-05	8.82222E+00	
1.98320E-05	8.99136E+00	
1.98378E-05	9.09666E+00	
1.98528E-05	9.40351E+00	
1.98640E-05	9.66114E+00	
1.98752E-05	9.94591E+00	
1.98864E-05	1.02618E+01	
1.98918E-05	1.04311E+01	
1.98976E-05	1.06106E+01	
1.99050E-05	1.08640E+01	
1.99160E-05	1.12735E+01	
1.99269E-05	1.17349E+01	
1.99352E-05	1.21209E+01	
1.99434E-05	1.25467E+01	
1.99449E-05	1.26324E+01	
1.99516E-05	1.30148E+01	
1.99598E-05	1.35355E+01	
1.99680E-05	1.41183E+01	
1.99762E-05	1.47745E+01	
1.99844E-05	1.55173E+01	
1.99899E-05	1.60687E+01	
1.99900E-05	1.60780E+01	
1.99966E-05	1.68158E+01	
2.00026E-05	1.75550E+01	
2.00086E-05	1.83753E+01	
2.00146E-05	1.92884E+01	
2.00205E-05	2.03075E+01	
2.00265E-05	2.14479E+01	
2.00325E-05	2.27267E+01	
2.00365E-05	2.36846E+01	
2.00385E-05	2.41652E+01	
2.00444E-05	2.57870E+01	
2.00484E-05	2.69803E+01	
2.00524E-05	2.82724E+01	
2.00579E-05	3.02322E+01	
2.00623E-05	3.20033E+01	
2.00657E-05	3.34381E+01	
2.00668E-05	3.39416E+01	
2.00713E-05	3.60643E+01	
2.00723E-05	3.65796E+01	
2.00758E-05	3.83879E+01	
2.00803E-05	4.09257E+01	
2.00823E-05	4.21559E+01	
2.00847E-05	4.36985E+01	
2.00892E-05	4.67231E+01	
2.00922E-05	4.89167E+01	
2.00937E-05	5.00175E+01	
2.00982E-05	5.36040E+01	
2.01022E-05	5.70616E+01	
2.01027E-05	5.74952E+01	
2.01065E-05	6.10717E+01	
2.01088E-05	6.34145E+01	
2.01111E-05	6.57629E+01	
2.01154E-05	7.04794E+01	
2.01158E-05	7.08432E+01	
2.01204E-05	7.63367E+01	
2.01221E-05	7.84483E+01	
2.01251E-05	8.22581E+01	
2.01287E-05	8.72559E+01	
2.01297E-05	8.86223E+01	
2.01344E-05	9.54465E+01	
2.01354E-05	9.70071E+01	
2.01390E-05	1.02742E+02	
2.01420E-05	1.07780E+02	
2.01450E-05	1.12941E+02	
2.01486E-05	1.19453E+02	
2.01506E-05	1.23078E+02	
2.01547E-05	1.31068E+02	
2.01562E-05	1.33908E+02	
2.01603E-05	1.42400E+02	
2.01618E-05	1.45419E+02	
2.01659E-05	1.54469E+02	
2.01692E-05	1.61781E+02	
2.01715E-05	1.67075E+02	
2.01770E-05	1.80177E+02	
2.01780E-05	1.82492E+02	
2.01854E-05	2.01049E+02	
2.01870E-05	2.05033E+02	
2.01923E-05	2.18999E+02	
2.01997E-05	2.38586E+02	
2.02003E-05	2.39988E+02	
2.02093E-05	2.64174E+02	
2.02188E-05	2.89828E+02	
2.02199E-05	2.92552E+02	
2.02295E-05	3.17102E+02	
2.02374E-05	3.36195E+02	
2.02454E-05	3.53644E+02	
2.02518E-05	3.65964E+02	
2.02534E-05	3.69037E+02	
2.02613E-05	3.81979E+02	
2.02619E-05	3.82659E+02	
2.02693E-05	3.92136E+02	
2.02709E-05	3.93629E+02	
2.02757E-05	3.98072E+02	
2.02810E-05	4.01329E+02	
2.02820E-05	4.01970E+02	
2.02898E-05	4.03845E+02	
2.02902E-05	4.03787E+02	
2.02964E-05	4.02934E+02	
2.02990E-05	4.01736E+02	
2.03019E-05	4.00386E+02	
2.03081E-05	3.95465E+02	
2.03102E-05	3.93731E+02	
2.03160E-05	3.86734E+02	
2.03181E-05	3.84167E+02	
2.03253E-05	3.73047E+02	
2.03261E-05	3.71807E+02	
2.03266E-05	3.70819E+02	
2.03341E-05	3.56955E+02	
2.03346E-05	3.55829E+02	
2.03420E-05	3.40003E+02	
2.03426E-05	3.38750E+02	
2.03505E-05	3.19887E+02	
2.03527E-05	3.14839E+02	
2.03612E-05	2.93030E+02	
2.03659E-05	2.80725E+02	
2.03718E-05	2.65297E+02	
2.03872E-05	2.24517E+02	
2.03877E-05	2.23163E+02	
2.03967E-05	2.00106E+02	
2.04063E-05	1.76789E+02	
2.04145E-05	1.58263E+02	
2.04200E-05	1.46630E+02	
2.04238E-05	1.38834E+02	
2.04254E-05	1.35612E+02	
2.04319E-05	1.23346E+02	
2.04383E-05	1.11982E+02	
2.04387E-05	1.11438E+02	
2.04427E-05	1.04923E+02	
2.04470E-05	9.82610E+01	
2.04513E-05	9.19877E+01	
2.04519E-05	9.10809E+01	
2.04556E-05	8.61107E+01	
2.04599E-05	8.06053E+01	
2.04652E-05	7.43162E+01	
2.04705E-05	6.85655E+01	
2.04745E-05	6.45721E+01	
2.04785E-05	6.08390E+01	
2.04825E-05	5.73717E+01	
2.04865E-05	5.41392E+01	
2.04904E-05	5.11284E+01	
2.04918E-05	5.01945E+01	
2.04944E-05	4.83377E+01	
2.04984E-05	4.57488E+01	
2.05024E-05	4.33441E+01	
2.05050E-05	4.18691E+01	
2.05074E-05	4.05870E+01	
2.05123E-05	3.80859E+01	
2.05173E-05	3.58096E+01	
2.05183E-05	3.53952E+01	
2.05223E-05	3.37502E+01	
2.05273E-05	3.18795E+01	
2.05316E-05	3.04037E+01	
2.05323E-05	3.01784E+01	
2.05372E-05	2.86401E+01	
2.05422E-05	2.72384E+01	
2.05449E-05	2.65564E+01	
2.05472E-05	2.59649E+01	
2.05522E-05	2.48078E+01	
2.05578E-05	2.36154E+01	
2.05608E-05	2.30386E+01	
2.05625E-05	2.27215E+01	
2.05671E-05	2.19022E+01	
2.05741E-05	2.07873E+01	
2.05767E-05	2.04080E+01	
2.05810E-05	1.97992E+01	
2.05880E-05	1.89181E+01	
2.05950E-05	1.81248E+01	
2.05980E-05	1.78172E+01	
2.06019E-05	1.74129E+01	
2.06089E-05	1.67705E+01	
2.06159E-05	1.61846E+01	
2.06192E-05	1.59253E+01	
2.06205E-05	1.58231E+01	
2.06298E-05	1.51657E+01	
2.06390E-05	1.45802E+01	
2.06438E-05	1.43081E+01	
2.06482E-05	1.40553E+01	
2.06574E-05	1.35833E+01	
2.06667E-05	1.31520E+01	
2.06789E-05	1.26313E+01	
2.06856E-05	1.23783E+01	
2.06912E-05	1.21686E+01	
2.07035E-05	1.17568E+01	
2.07158E-05	1.13830E+01	
2.07274E-05	1.10604E+01	
2.07281E-05	1.10424E+01	
2.07405E-05	1.07340E+01	
2.07529E-05	1.04511E+01	
2.07695E-05	1.01081E+01	
2.07745E-05	1.00153E+01	
2.07861E-05	9.80530E+00	
2.08027E-05	9.53404E+00	
2.08193E-05	9.28750E+00	
2.08359E-05	9.06237E+00	
2.08409E-05	9.00043E+00	
2.08525E-05	8.86164E+00	
2.08749E-05	8.61951E+00	
2.08961E-05	8.41396E+00	
2.09172E-05	8.22759E+00	
2.09338E-05	8.09439E+00	
2.09384E-05	8.05951E+00	
2.09595E-05	7.91216E+00	
2.09877E-05	7.73491E+00	
2.10159E-05	7.57643E+00	
2.10441E-05	7.43391E+00	
2.10533E-05	7.39222E+00	
2.10724E-05	7.30995E+00	
2.11050E-05	7.18364E+00	
2.11422E-05	7.05633E+00	
2.11794E-05	6.94377E+00	
2.11875E-05	6.92213E+00	
2.12166E-05	6.84899E+00	
2.12538E-05	6.76650E+00	
2.12910E-05	6.69347E+00	
2.13468E-05	6.59918E+00	
2.13839E-05	6.54523E+00	
2.14109E-05	6.51180E+00	
2.14383E-05	6.47985E+00	
2.14926E-05	6.42883E+00	
2.15495E-05	6.38756E+00	
2.16063E-05	6.35782E+00	
2.16632E-05	6.33921E+00	
2.17200E-05	6.33189E+00	
2.17769E-05	6.33651E+00	
2.18323E-05	6.35346E+00	
2.18870E-05	6.38359E+00	
2.19369E-05	6.42501E+00	
2.19417E-05	6.42838E+00	
2.19963E-05	6.48501E+00	
2.20328E-05	6.53480E+00	
2.20693E-05	6.59611E+00	
2.21025E-05	6.66403E+00	
2.21251E-05	6.71892E+00	
2.21327E-05	6.73598E+00	
2.21628E-05	6.81762E+00	
2.21929E-05	6.91552E+00	
2.22230E-05	7.03361E+00	
2.22381E-05	7.10366E+00	
2.22456E-05	7.13732E+00	
2.22682E-05	7.25591E+00	
2.22908E-05	7.39643E+00	
2.23104E-05	7.54246E+00	
2.23134E-05	7.56420E+00	
2.23284E-05	7.69257E+00	
2.23427E-05	7.83284E+00	
2.23571E-05	7.99510E+00	
2.23714E-05	8.18490E+00	
2.23821E-05	8.34976E+00	
2.23827E-05	8.35969E+00	
2.23928E-05	8.53482E+00	
2.24036E-05	8.74888E+00	
2.24143E-05	8.99890E+00	
2.24250E-05	9.29350E+00	
2.24322E-05	9.51993E+00	
2.24393E-05	9.77479E+00	
2.24399E-05	9.79732E+00	
2.24455E-05	1.00203E+01	
2.24534E-05	1.03735E+01	
2.24613E-05	1.07802E+01	
2.24693E-05	1.12492E+01	
2.24745E-05	1.16014E+01	
2.24798E-05	1.19891E+01	
2.24851E-05	1.24157E+01	
2.24903E-05	1.28851E+01	
2.24956E-05	1.34013E+01	
2.24971E-05	1.35633E+01	
2.25009E-05	1.39680E+01	
2.25061E-05	1.45898E+01	
2.25114E-05	1.52713E+01	
2.25167E-05	1.60170E+01	
2.25220E-05	1.68315E+01	
2.25272E-05	1.77193E+01	
2.25336E-05	1.89023E+01	
2.25400E-05	2.02074E+01	
2.25423E-05	2.07135E+01	
2.25464E-05	2.16438E+01	
2.25528E-05	2.32162E+01	
2.25592E-05	2.49281E+01	
2.25652E-05	2.66516E+01	
2.25656E-05	2.67829E+01	
2.25720E-05	2.87858E+01	
2.25784E-05	3.09315E+01	
2.25808E-05	3.17977E+01	
2.25863E-05	3.37771E+01	
2.25887E-05	3.46768E+01	
