MeV	"I-127(N,TOT)"	
3.12109E-05	3317.98	
3.12182E-05	3310.63	
3.12193E-05	3307.59	
3.12294E-05	3277.57	
3.12305E-05	3272.38	
3.12411E-05	3219.76	
3.12431E-05	3207.24	
3.12506E-05	3156.81	
3.12528E-05	3138.97	
3.12618E-05	3065.45	
3.12640E-05	3044.26	
3.12730E-05	2957.44	
3.12752E-05	2933.31	
3.12841E-05	2835	
3.12864E-05	2808.02	
3.13009E-05	2629.71	
3.13031E-05	2600.28	
3.13177E-05	2406.51	
3.13199E-05	2375.69	
3.13568E-05	1863.81	
3.13646E-05	1758.72	
3.13736E-05	1639.51	
3.13814E-05	1539.49	
3.13847E-05	1496.98	
3.13926E-05	1402.06	
3.13959E-05	1361.72	
3.14037E-05	1272.38	
3.14071E-05	1234.46	
3.14149E-05	1151.14	
3.14183E-05	1115.82	
3.14261E-05	1038.41	
3.14281E-05	1019.26	
3.14345E-05	959.958	
3.14364E-05	942.086	
3.14429E-05	886.675	
3.14448E-05	869.987	
3.14513E-05	818.413	
3.14532E-05	802.89	
3.14596E-05	755.009	
3.14613E-05	742.666	
3.14686E-05	692.483	
3.14691E-05	688.672	
3.14770E-05	638.672	
3.14775E-05	635.329	
3.14848E-05	592.483	
3.14865E-05	583.247	
3.14926E-05	549.867	
3.14954E-05	535.719	
3.15004E-05	510.626	
3.15044E-05	492.455	
3.15083E-05	474.555	
3.15133E-05	453.157	
3.15161E-05	441.448	
3.15222E-05	417.637	
3.15249E-05	407.51	
3.15312E-05	385.315	
3.15322E-05	381.67	
3.15396E-05	357.908	
3.15469E-05	336.101	
3.15480E-05	333.199	
3.15542E-05	316.05	
3.15563E-05	310.725	
3.15616E-05	297.614	
3.15647E-05	290.286	
3.15689E-05	280.662	
3.15731E-05	271.695	
3.15763E-05	265.069	
3.15815E-05	254.776	
3.15836E-05	250.719	
3.15885E-05	241.791	
3.15899E-05	239.408	
3.15983E-05	225.327	
3.16077E-05	211.08	
3.16094E-05	208.657	
3.16171E-05	198.205	
3.16206E-05	193.834	
3.16266E-05	186.541	
3.16311E-05	181.401	
3.16360E-05	175.961	
3.16416E-05	170.22	
3.16454E-05	166.338	
3.16521E-05	160.134	
3.16549E-05	157.563	
3.16625E-05	151.008	
3.16643E-05	149.544	
3.16737E-05	142.2	
3.16765E-05	140.194	
3.16863E-05	133.316	
3.16905E-05	130.622	
3.16989E-05	125.337	
3.17045E-05	122.12	
3.17129E-05	117.383	
3.17184E-05	114.5	
3.17268E-05	110.252	
3.17324E-05	107.656	
3.17408E-05	103.837	
3.17506E-05	99.738	
3.17548E-05	98.0171	
3.17687E-05	92.7218	
3.17827E-05	87.9126	
3.17869E-05	86.5712	
3.17967E-05	83.5014	
3.18051E-05	81.0491	
3.18107E-05	79.4438	
3.18232E-05	76.1131	
3.18302E-05	74.2946	
3.18414E-05	71.6376	
3.18498E-05	69.6783	
3.18596E-05	67.5821	
3.18694E-05	65.5259	
3.18847E-05	62.5527	
3.18889E-05	61.7576	
3.19057E-05	58.8219	
3.19085E-05	58.3421	
3.19280E-05	55.2335	
3.19336E-05	54.4082	
3.19476E-05	52.3912	
3.19616E-05	50.5131	
3.19672E-05	49.7776	
3.19895E-05	47.0522	
3.19909E-05	46.8852	
3.20147E-05	44.2683	
3.20175E-05	43.9833	
3.20384E-05	41.8888	
3.20454E-05	41.2409	
3.20622E-05	39.7157	
3.20734E-05	38.7699	
3.20859E-05	37.7254	
3.21013E-05	36.5354	
3.21097E-05	35.899	
3.21335E-05	34.2151	
3.21363E-05	34.0295	
3.21572E-05	32.6681	
3.21712E-05	31.825	
3.21887E-05	30.793	
3.22061E-05	29.8419	
3.22201E-05	29.0961	
3.22411E-05	28.0623	
3.22515E-05	27.5553	
3.22760E-05	26.4593	
3.22830E-05	26.1532	
3.23144E-05	24.8744	
3.23284E-05	24.345	
3.23459E-05	23.701	
3.23773E-05	22.6196	
3.23808E-05	22.5072	
3.24087E-05	21.6294	
3.24227E-05	21.2238	
3.24542E-05	20.334	
3.24856E-05	19.5213	
3.24996E-05	19.1704	
3.25450E-05	18.1261	
3.25485E-05	18.0521	
3.25904E-05	17.1905	
3.26114E-05	16.7932	
3.26358E-05	16.3421	
3.26742E-05	15.6869	
3.26812E-05	15.5709	
3.27266E-05	14.8729	
3.27450E-05	14.6106	
3.27721E-05	14.2342	
3.28027E-05	13.841	
3.28299E-05	13.5022	
3.28876E-05	12.8426	
3.28893E-05	12.8258	
3.29454E-05	12.2564	
3.29758E-05	11.9736	
3.30032E-05	11.7258	
3.30610E-05	11.2456	
3.30623E-05	11.2355	
3.31188E-05	10.8158	
3.31489E-05	10.6094	
3.31766E-05	10.4247	
3.32362E-05	10.0648	
3.32637E-05	9.90303	
3.32947E-05	9.74072	
3.33516E-05	9.45177	
3.34118E-05	9.18067	
3.34395E-05	9.06016	
3.35275E-05	8.72275	
3.35288E-05	8.71825	
3.36154E-05	8.4366	
3.36458E-05	8.34983	
3.37033E-05	8.19273	
3.37645E-05	8.0479	
3.37919E-05	7.98577	
3.38805E-05	7.81442	
3.38832E-05	7.81005	
3.39691E-05	7.67748	
3.40018E-05	7.6366	
3.40576E-05	7.57112	
3.41205E-05	7.51592	
3.41477E-05	7.49385	
3.42378E-05	7.44726	
3.42408E-05	7.44672	
3.43580E-05	7.43308	
3.43612E-05	7.43381	
3.44480E-05	7.45855	
3.44815E-05	7.47826	
3.45381E-05	7.51491	
3.46019E-05	7.57663	
3.46295E-05	7.60507	
3.47209E-05	7.73053	
3.47239E-05	7.73584	
3.48122E-05	7.89572	
3.48460E-05	7.97039	
3.49036E-05	8.10176	
3.49375E-05	8.19412	
3.49950E-05	8.35437	
3.50290E-05	8.46635	
3.50872E-05	8.66162	
3.51133E-05	8.76426	
3.51798E-05	9.02979	
3.51832E-05	9.04563	
3.52531E-05	9.37491	
3.52725E-05	9.46761	
3.53230E-05	9.74734	
3.53651E-05	9.98422	
3.53930E-05	10.1603	
3.54269E-05	10.3787	
3.54512E-05	10.5505	
3.54887E-05	10.8191	
3.55041E-05	10.9418	
3.55453E-05	11.2739	
3.55622E-05	11.4109	
3.55866E-05	11.6318	
3.56261E-05	11.9932	
3.56278E-05	12.0108	
3.56691E-05	12.432	
3.56900E-05	12.6487	
3.57103E-05	12.8804	
3.57516E-05	13.3572	
3.57539E-05	13.3852	
3.57928E-05	13.8882	
3.58179E-05	14.217	
3.58309E-05	14.4058	
3.58689E-05	14.9655	
3.58816E-05	15.1546	
3.59070E-05	15.5737	
3.59451E-05	16.2109	
3.59832E-05	16.9285	
3.60085E-05	17.4131	
3.60117E-05	17.4805	
3.60403E-05	18.094	
3.60688E-05	18.7146	
3.60720E-05	18.7844	
3.60974E-05	19.3956	
3.61143E-05	19.8079	
3.61227E-05	20.03	
3.61481E-05	20.7035	
3.61566E-05	20.9306	
3.61735E-05	21.4207	
3.61989E-05	22.1644	
3.62243E-05	22.9779	
3.62412E-05	23.527	
3.62496E-05	23.8243	
3.62750E-05	24.7273	
3.62835E-05	25.0323	
3.63004E-05	25.694	
3.63258E-05	26.7014	
3.63321E-05	26.9753	
3.63639E-05	28.3679	
3.63681E-05	28.557	
3.63956E-05	29.8957	
3.64104E-05	30.6276	
3.64167E-05	30.9704	
3.64379E-05	32.1268	
3.64527E-05	32.9468	
3.64590E-05	33.3318	
3.64886E-05	35.1565	
3.64950E-05	35.5551	
3.65172E-05	37.0682	
3.65267E-05	37.7293	
3.65457E-05	39.1502	
3.65584E-05	40.1164	
3.65743E-05	41.417	
3.65902E-05	42.7395	
3.65933E-05	43.0251	
3.66124E-05	44.7617	
3.66219E-05	45.6452	
3.66384E-05	47.3011	
3.66536E-05	48.8601	
3.66631E-05	49.9167	
3.66853E-05	52.4306	
3.66879E-05	52.7426	
3.67126E-05	55.8454	
3.67158E-05	56.2521	
3.67374E-05	59.2431	
3.67437E-05	60.1428	
3.67619E-05	62.9306	
3.67716E-05	64.45	
3.67780E-05	65.5246	
3.67940E-05	68.2877	
3.67995E-05	69.2483	
3.68101E-05	71.2564	
3.68262E-05	74.3577	
3.68275E-05	74.6068	
3.68423E-05	77.7743	
3.68554E-05	80.6281	
3.68583E-05	81.3305	
3.68744E-05	85.2092	
3.68808E-05	86.7675	
3.68892E-05	89.0294	
3.69061E-05	93.6456	
3.69095E-05	94.6549	
3.69298E-05	100.856	
3.69315E-05	101.384	
3.69434E-05	105.37	
3.69484E-05	107.109	
3.69569E-05	110.197	
3.69654E-05	113.34	
3.69704E-05	115.354	
3.69823E-05	120.139	
3.69840E-05	120.871	
3.69975E-05	126.835	
3.69992E-05	127.596	
3.70110E-05	133.304	
3.70161E-05	135.802	
3.70246E-05	140.277	
3.70330E-05	144.849	
3.70381E-05	147.807	
3.70500E-05	154.861	
3.70516E-05	155.952	
3.70652E-05	164.874	
3.70669E-05	166.017	
3.70787E-05	174.696	
3.70838E-05	178.511	
3.70923E-05	185.358	
3.70965E-05	188.87	
3.71049E-05	196.374	
3.71092E-05	200.221	
3.71168E-05	207.636	
3.71219E-05	212.704	
3.71286E-05	219.922	
3.71329E-05	224.553	
3.71405E-05	233.501	
3.71464E-05	240.651	
3.71523E-05	248.405	
3.71599E-05	258.617	
3.71612E-05	260.449	
3.71701E-05	273.544	
3.71790E-05	287.825	
3.71802E-05	289.912	
3.71879E-05	303.291	
3.71904E-05	307.868	
3.71984E-05	323.37	
3.72005E-05	327.561	
3.72077E-05	342.825	
3.72107E-05	349.274	
3.72170E-05	364.099	
3.72208E-05	373.23	
3.72263E-05	387.396	
3.72310E-05	399.704	
3.72357E-05	412.835	
3.72390E-05	422.646	
3.72450E-05	440.922	
3.72483E-05	451.654	
3.72543E-05	471.746	
3.72576E-05	483.548	
3.72636E-05	505.648	
3.72670E-05	518.624	
3.72725E-05	541.19	
3.72763E-05	557.223	
3.72809E-05	578.196	
3.72856E-05	599.703	
3.72894E-05	618.533	
3.72949E-05	646.421	
3.72978E-05	662.485	
3.73042E-05	697.77	
3.73063E-05	710.291	
3.73123E-05	746.734	
3.73148E-05	762.632	
3.73227E-05	815.425	
3.73232E-05	819.049	
3.73317E-05	880.893	
3.73331E-05	891.647	
3.73389E-05	937.781	
3.73435E-05	975.944	
3.73477E-05	1013.1	
3.73539E-05	1068.66	
3.73566E-05	1094.69	
3.73643E-05	1170.44	
3.73655E-05	1182.81	
3.73731E-05	1264.1	
3.73744E-05	1278.38	
3.73819E-05	1364.94	
3.73833E-05	1381.3	
3.73907E-05	1473.31	
3.73934E-05	1508.4	
3.73995E-05	1589.18	
3.74036E-05	1645.71	
3.74097E-05	1732.35	
3.74137E-05	1792.98	
3.74198E-05	1885.78	
3.74239E-05	1950.47	
3.74300E-05	2049.36	
3.74340E-05	2118.45	
3.74435E-05	2282.45	
3.74442E-05	2294.72	
3.74571E-05	2532.1	
3.74577E-05	2545.14	
3.74713E-05	2810.41	
3.74740E-05	2864.28	
3.74882E-05	3157.5	
3.74943E-05	3284.76	
3.75349E-05	4145.12	
3.75389E-05	4227.58	
3.75552E-05	4552.04	
3.75592E-05	4628.46	
3.75687E-05	4802.27	
3.75728E-05	4871.61	
3.75823E-05	5028.42	
3.75863E-05	5089.35	
3.75958E-05	5225.42	
3.75999E-05	5276.45	
3.76093E-05	5389	
3.76114E-05	5409.52	
3.76198E-05	5489.12	
3.76229E-05	5512.55	
3.76310E-05	5568.35	
3.76364E-05	5594.45	
3.76445E-05	5625.96	
3.76499E-05	5636.72	
3.76532E-05	5640.36	
3.76606E-05	5635.71	
3.76648E-05	5630.25	
3.76689E-05	5616.27	
3.76784E-05	5576.33	
3.76824E-05	5550.64	
3.76905E-05	5492.64	
3.76926E-05	5474.52	
3.77014E-05	5390.16	
3.77027E-05	5374.82	
3.77149E-05	5228.04	
3.77163E-05	5209.4	
3.77284E-05	5032.62	
3.77298E-05	5011	
3.77420E-05	4808.66	
3.77433E-05	4784.58	
3.77555E-05	4561.52	
3.77569E-05	4535.32	
3.77758E-05	4159.58	
3.77772E-05	4131.84	
3.78232E-05	3172.87	
3.78313E-05	3009	
3.78435E-05	2766.83	
3.78516E-05	2611.84	
3.78570E-05	2510.34	
3.78652E-05	2364.42	
3.78706E-05	2268.89	
3.78787E-05	2131.7	
3.78807E-05	2098.12	
3.78909E-05	1937.1	
3.78922E-05	1916.58	
3.79010E-05	1786	
3.79024E-05	1766.86	
3.79112E-05	1644.93	
3.79125E-05	1627.08	
3.79207E-05	1522.48	
3.79244E-05	1476.92	
3.79301E-05	1408.23	
3.79345E-05	1358.43	
3.79396E-05	1302.34	
3.79447E-05	1249.28	
3.79491E-05	1204.44	
3.79548E-05	1149.28	
3.79597E-05	1103.47	
3.79653E-05	1054.72	
3.79704E-05	1011.64	
3.79762E-05	965.56	
3.79775E-05	955.03	
3.79846E-05	902.3	
3.79870E-05	885.53	
3.79917E-05	853.006	
3.79978E-05	813.153	
3.79988E-05	806.71	
3.80086E-05	748.007	
3.80089E-05	746.534	
3.80178E-05	698.304	
3.80195E-05	689.659	
3.80267E-05	654.097	
3.80303E-05	637.177	
3.80355E-05	613.558	
3.80411E-05	589.92	
3.80444E-05	576.361	
3.80504E-05	553.483	
3.80533E-05	542.384	
3.80618E-05	512.571	
3.80622E-05	511.129	
3.80711E-05	482.648	
3.80732E-05	476.259	
3.80800E-05	456.496	
3.80846E-05	443.689	
3.80888E-05	432.425	
3.80960E-05	414.367	
3.80977E-05	410.252	
3.81075E-05	387.986	
3.81176E-05	366.854	
3.81189E-05	364.371	
3.81278E-05	347.54	
3.81303E-05	343.015	
3.81379E-05	329.852	
3.81417E-05	323.649	
3.81481E-05	313.615	
3.81531E-05	306.109	
3.81616E-05	294.011	
3.81684E-05	285.023	
3.81751E-05	276.338	
3.81811E-05	269.26	
3.81887E-05	260.429	
3.81937E-05	254.929	
3.82022E-05	246.065	
3.82107E-05	237.795	
3.82174E-05	231.417	
3.82259E-05	223.877	
3.82276E-05	222.45	
3.82428E-05	210.065	
3.82445E-05	208.784	
3.82597E-05	197.648	
3.82614E-05	196.492	
3.82767E-05	186.431	
3.82783E-05	185.384	
3.82936E-05	176.254	
3.82953E-05	175.301	
3.83105E-05	167.007	
3.83156E-05	164.404	
3.83274E-05	158.554	
3.83393E-05	153.035	
3.83443E-05	150.758	
3.83629E-05	142.932	
3.83663E-05	141.56	
3.83866E-05	133.885	
3.83883E-05	133.267	
3.84103E-05	125.759	
3.84323E-05	118.952	
3.84340E-05	118.459	
3.84543E-05	112.74	
3.84577E-05	111.841	
3.84763E-05	107.054	
3.84814E-05	105.82	
3.84983E-05	101.846	
3.85106E-05	99.1193	
3.85203E-05	97.0401	
3.85453E-05	92.0151	
3.85474E-05	91.6061	
3.85744E-05	86.6956	
3.85799E-05	85.7561	
3.86015E-05	82.2163	
3.86146E-05	80.1863	
3.86286E-05	78.1065	
3.86493E-05	75.1881	
3.86557E-05	74.3267	
3.86827E-05	70.8481	
3.86840E-05	70.6933	
3.87098E-05	67.658	
3.87187E-05	66.6645	
3.87369E-05	64.6999	
3.87534E-05	63.0154	
3.87718E-05	61.2027	
3.87903E-05	59.4859	
3.88066E-05	58.0198	
3.88293E-05	56.1037	
3.88415E-05	55.1192	
3.88764E-05	52.4579	
3.88879E-05	51.6225	
3.89112E-05	50.0208	
3.89461E-05	47.7502	
3.89465E-05	47.7247	
3.89810E-05	45.6943	
3.90051E-05	44.3535	
3.90297E-05	43.0507	
3.90637E-05	41.356	
3.90712E-05	40.9998	
3.91127E-05	39.135	
3.91314E-05	38.3407	
3.91543E-05	37.4158	
3.91958E-05	35.8238	
3.92036E-05	35.539	
3.92373E-05	34.374	
3.92758E-05	33.1159	
3.92830E-05	32.8919	
3.93288E-05	31.5624	
3.93577E-05	30.7823	
3.93745E-05	30.3518	
3.94088E-05	29.5445	
3.94395E-05	28.8816	
3.94419E-05	28.8328	
3.94744E-05	28.2411	
3.95069E-05	27.7218	
3.95319E-05	27.3798	
3.95435E-05	27.2352	
3.95916E-05	26.7415	
3.96244E-05	26.4303	
3.96610E-05	26.1197	
3.96899E-05	25.8186	
3.97207E-05	25.4224	
3.97310E-05	25.2605	
3.97467E-05	25.0302	
3.97688E-05	24.6504	
3.97977E-05	24.0866	
3.98362E-05	23.2436	
3.98439E-05	23.0655	
3.99132E-05	21.5148	
3.99479E-05	20.7904	
3.99518E-05	20.7123	
3.99797E-05	20.194	
4.00076E-05	19.719	
4.00413E-05	19.2003	
4.00606E-05	18.9335	
4.00750E-05	18.7413	
4.01087E-05	18.3344	
4.01424E-05	17.9591	
4.01713E-05	17.6611	
4.01905E-05	17.4725	
4.02628E-05	16.8227	
4.03157E-05	16.3792	
4.03350E-05	16.2269	
4.04265E-05	15.5492	
4.04421E-05	15.4402	
4.05179E-05	14.9394	
4.05685E-05	14.6242	
4.06094E-05	14.3825	
4.07009E-05	13.8712	
4.07129E-05	13.8073	
4.07911E-05	13.4175	
4.08814E-05	12.99	
4.08934E-05	12.9361	
4.10018E-05	12.4835	
4.10740E-05	12.2006	
4.11221E-05	12.0246	
4.12549E-05	11.5718	
4.12792E-05	11.494	
4.13639E-05	11.2429	
4.14728E-05	10.9385	
4.14969E-05	10.8753	
4.15817E-05	10.6682	
4.16907E-05	10.4195	
4.17145E-05	10.369	
4.18110E-05	10.179	
4.19352E-05	9.95704	
4.19542E-05	9.92542	
4.20974E-05	9.71581	
4.21452E-05	9.65232	
4.21559E-05	9.63933	
4.22567E-05	9.52943	
4.23681E-05	9.42666	
4.24522E-05	9.36409	
4.24796E-05	9.34679	
4.25911E-05	9.29797	
4.27026E-05	9.27339	
4.27506E-05	9.27483	
4.28151E-05	9.28302	
4.29282E-05	9.33013	
4.30036E-05	9.38237	
4.30277E-05	9.40514	
4.30789E-05	9.4583	
4.31543E-05	9.55781	
4.32297E-05	9.68156	
4.32834E-05	9.7895	
4.33051E-05	9.8356	
4.33738E-05	10.0096	
4.34360E-05	10.193	
4.34981E-05	10.4046	
4.35337E-05	10.5443	
4.35603E-05	10.6528	
4.36225E-05	10.9437	
4.36846E-05	11.2774	
4.37175E-05	11.4803	
4.37468E-05	11.6664	
4.37934E-05	12.0008	
4.38400E-05	12.3723	
4.38974E-05	12.9026	
4.39357E-05	13.2976	
4.39587E-05	13.5573	
4.39702E-05	13.6891	
4.39740E-05	13.7338	
4.40123E-05	14.2233	
4.40506E-05	14.7609	
4.40697E-05	15.0568	
4.40888E-05	15.3606	
4.41271E-05	16.0302	
4.41463E-05	16.3986	
4.41616E-05	16.6999	
4.41922E-05	17.3569	
4.42037E-05	17.625	
4.42228E-05	18.0812	
4.42534E-05	18.8763	
4.42611E-05	19.0936	
4.42841E-05	19.7595	
4.43147E-05	20.7314	
4.43151E-05	20.7447	
4.43453E-05	21.8213	
4.43622E-05	22.4816	
4.43759E-05	23.0317	
4.43935E-05	23.8028	
4.44027E-05	24.2115	
4.44249E-05	25.2842	
4.44257E-05	25.3219	
4.44487E-05	26.5426	
4.44563E-05	26.9841	
4.44716E-05	27.8825	
4.44877E-05	28.9081	
4.44946E-05	29.3561	
4.45176E-05	30.9836	
4.45191E-05	31.1024	
4.45405E-05	32.7928	
4.45427E-05	32.9751	
4.45612E-05	34.6044	
4.45635E-05	34.809	
4.45827E-05	36.6761	
4.45842E-05	36.828	
4.46026E-05	38.8113	
4.46041E-05	38.991	
4.46209E-05	41.0009	
4.46255E-05	41.5989	
4.46393E-05	43.425	
4.46470E-05	44.5356	
4.46577E-05	46.1165	
4.46630E-05	46.9854	
4.46761E-05	49.1274	
4.46791E-05	49.6768	
4.46898E-05	51.6305	
4.46952E-05	52.6857	
4.47036E-05	54.3722	
4.47113E-05	56.033	
4.47174E-05	57.3815	
4.47220E-05	58.4753	
4.47297E-05	60.3265	
4.47373E-05	62.3448	
4.47450E-05	64.3965	
4.47488E-05	65.5155	
4.47565E-05	67.7864	
4.47603E-05	69.0133	
4.47679E-05	71.5049	
4.47718E-05	72.8543	
4.47794E-05	75.5963	
4.47832E-05	77.085	
4.47909E-05	80.112	
4.47947E-05	81.7594	
4.48024E-05	85.111	
4.48062E-05	86.9392	
4.48139E-05	90.6609	
4.48177E-05	92.6954	
4.48254E-05	96.8393	
4.48292E-05	99.1091	
4.48368E-05	103.735	
4.48407E-05	106.264	
4.48476E-05	110.9	
4.48506E-05	113.136	
4.48568E-05	117.68	
4.48598E-05	120.132	
4.48659E-05	125.116	
4.48690E-05	127.806	
4.48751E-05	133.274	
4.48782E-05	136.227	
4.48843E-05	142.232	
4.48874E-05	145.475	
4.48935E-05	152.07	
4.48966E-05	155.633	
4.49027E-05	162.877	
4.49058E-05	166.79	
4.49119E-05	174.747	
4.49149E-05	179.043	
4.49211E-05	187.778	
4.49241E-05	192.492	
4.49302E-05	202.077	
4.49333E-05	207.245	
4.49394E-05	217.752	
4.49425E-05	223.376	
4.49471E-05	231.951	
4.49517E-05	241.123	
4.49563E-05	250.445	
4.49609E-05	260.462	
4.49655E-05	270.641	
4.49701E-05	281.562	
4.49747E-05	292.657	
4.49793E-05	304.539	
4.49838E-05	316.607	
4.49884E-05	329.507	
4.49930E-05	342.603	
4.49976E-05	356.574	
4.50022E-05	370.75	
4.50068E-05	385.84	
4.50114E-05	401.144	
4.50160E-05	417.46	
4.50218E-05	438.402	
4.50247E-05	449.517	
4.50305E-05	472.024	
4.50335E-05	483.876	
4.50393E-05	507.864	
4.50422E-05	520.564	
4.50509E-05	559.096	
4.50625E-05	614.371	
4.50748E-05	676.799	
4.50871E-05	743.407	
4.50993E-05	813.912	
4.51115E-05	888.518	
4.51177E-05	926.2	
4.51299E-05	1005.03	
4.51422E-05	1084.6	
4.51544E-05	1165.28	
4.51851E-05	1367.39	
4.51912E-05	1405.87	
4.52034E-05	1482.03	
4.52095E-05	1517.43	
4.52218E-05	1587.05	
4.52279E-05	1618.85	
4.52341E-05	1649.98	
4.52402E-05	1678.2	
4.52463E-05	1705.76	
4.52524E-05	1730	
4.52585E-05	1753.51	
4.52641E-05	1771.55	
4.52696E-05	1788.91	
4.52751E-05	1803.09	
4.52806E-05	1816.52	
4.52867E-05	1827.53	
4.52929E-05	1837.63	
4.52990E-05	1843.04	
4.53074E-05	1849.07	
4.53096E-05	1849.59	
4.53125E-05	1849.03	
4.53186E-05	1847.02	
4.53222E-05	1845.36	
4.53308E-05	1835.39	
4.53345E-05	1830.56	
4.53419E-05	1815.77	
4.53474E-05	1803.79	
4.53565E-05	1778.17	
4.53578E-05	1774.56	
4.53688E-05	1735.88	
4.53700E-05	1731.42	
4.53810E-05	1685.2	
4.53823E-05	1679.91	
4.53933E-05	1626.97	
4.53945E-05	1620.93	
4.54117E-05	1527.68	
4.54129E-05	1520.87	
4.54300E-05	1417.68	
4.54313E-05	1410.19	
4.54546E-05	1260.31	
4.54619E-05	1212.7	
4.54925E-05	1013.37	
4.54974E-05	982.629	
4.55109E-05	898.712	
4.55158E-05	869.386	
4.55232E-05	825.855	
4.55342E-05	763.137	
4.55354E-05	756.247	
4.55464E-05	697.089	
4.55477E-05	690.583	
4.55574E-05	641.411	
4.55614E-05	621.688	
4.55706E-05	578.641	
4.55722E-05	571.801	
4.55798E-05	538.073	
4.55819E-05	529.088	
4.55887E-05	501.187	
4.55918E-05	489.132	
4.55973E-05	467.72	
4.56025E-05	448.525	
4.56058E-05	436.286	
4.56132E-05	410.996	
4.56144E-05	406.845	
4.56230E-05	379.385	
4.56239E-05	376.608	
4.56316E-05	353.849	
4.56346E-05	345.272	
4.56401E-05	330.096	
4.56453E-05	316.615	
4.56487E-05	308.045	
4.56561E-05	290.554	
4.56584E-05	285.186	
4.56664E-05	267.605	
4.56668E-05	266.817	
4.56744E-05	251.359	
4.56775E-05	245.546	
4.56825E-05	236.286	
4.56890E-05	224.913	
4.56905E-05	222.292	
4.56986E-05	209.379	
4.57005E-05	206.493	
4.57066E-05	197.454	
4.57120E-05	190.036	
4.57146E-05	186.405	
4.57227E-05	176.192	
4.57234E-05	175.28	
4.57307E-05	166.799	
4.57349E-05	162.194	
4.57388E-05	158.097	
4.57464E-05	150.479	
4.57491E-05	147.87	
4.57579E-05	139.969	
4.57594E-05	138.624	
4.57694E-05	130.562	
4.57698E-05	130.258	
4.57801E-05	122.69	
4.57809E-05	122.171	
4.57904E-05	115.827	
4.57923E-05	114.651	
4.58008E-05	109.604	
4.58077E-05	105.773	
4.58111E-05	103.908	
4.58214E-05	98.7128	
4.58230E-05	97.9956	
4.58318E-05	93.9819	
4.58383E-05	91.2141	
4.58421E-05	89.6267	
4.58528E-05	85.4789	
4.58536E-05	85.2025	
4.58643E-05	81.4297	
4.58689E-05	79.9218	
4.58758E-05	77.7134	
4.58842E-05	75.1912	
4.58873E-05	74.2989	
4.59026E-05	70.1659	
4.59072E-05	69.0238	
4.59179E-05	66.4321	
4.59225E-05	65.4055	
4.59332E-05	63.071	
4.59455E-05	60.597	
4.59485E-05	59.9961	
4.59638E-05	57.2022	
4.59684E-05	56.4225	
4.59811E-05	54.3385	
4.59914E-05	52.7609	
4.60002E-05	51.4521	
4.60144E-05	49.5055	
4.60194E-05	48.8421	
4.60385E-05	46.4761	
4.60488E-05	45.2858	
4.60576E-05	44.3074	
4.60768E-05	42.3223	
4.60833E-05	41.6899	
4.60959E-05	40.4974	
4.61063E-05	39.5815	
4.61151E-05	38.8218	
4.61369E-05	37.0587	
4.61407E-05	36.7703	
4.61614E-05	35.2618	
4.61752E-05	34.326	
4.61859E-05	33.6194	
4.62096E-05	32.16	
4.62104E-05	32.1145	
4.62349E-05	30.7539	
4.62594E-05	29.4782	
4.62613E-05	29.3844	
4.62839E-05	28.3228	
4.63084E-05	27.2385	
4.63130E-05	27.0471	
4.63359E-05	26.1271	
4.63646E-05	25.051	
4.63666E-05	24.9819	
4.63972E-05	23.9488	
4.64202E-05	23.2226	
4.64278E-05	22.9894	
4.64584E-05	22.1141	
4.64776E-05	21.5989	
4.64891E-05	21.301	
4.65197E-05	20.5522	
4.65350E-05	20.2029	
4.65656E-05	19.5325	
4.66039E-05	18.7551	
4.66116E-05	18.6093	
4.66422E-05	18.0519	
4.66805E-05	17.3976	
4.66881E-05	17.2743	
4.67187E-05	16.8018	
4.67570E-05	16.2448	
4.67628E-05	16.1658	
4.67953E-05	15.7357	
4.68374E-05	15.2155	
4.68527E-05	15.0342	
4.68968E-05	14.5487	
4.69370E-05	14.1315	
4.69465E-05	14.0367	
4.69963E-05	13.5743	
4.70365E-05	13.2225	
4.70461E-05	13.1428	
4.70958E-05	12.7522	
4.71456E-05	12.3827	
4.71628E-05	12.2629	
4.72202E-05	11.887	
4.72700E-05	11.5817	
4.73159E-05	11.3156	
4.73389E-05	11.1905	
4.74078E-05	10.8394	
4.74691E-05	10.5461	
4.74767E-05	10.5114	
4.75456E-05	10.2183	
4.76145E-05	9.94136	
4.76222E-05	9.91219	
4.76834E-05	9.69168	
4.77523E-05	9.45638	
4.77753E-05	9.38173	
4.78212E-05	9.24175	
4.79055E-05	8.99883	
4.79897E-05	8.7692	
4.80050E-05	8.72958	
4.80739E-05	8.56412	
4.81581E-05	8.37224	
4.82347E-05	8.20618	
4.82423E-05	8.19069	
4.83687E-05	7.95024	
4.84816E-05	7.74906	
4.84950E-05	7.72705	
4.86233E-05	7.52893	
4.87516E-05	7.34233	
4.88224E-05	7.24476	
4.88798E-05	7.17231	
4.90081E-05	7.01909	
4.91364E-05	6.8734	
4.91656E-05	6.84173	
4.92659E-05	6.74162	
4.93526E-05	6.65838	
4.95112E-05	6.5126	
4.95261E-05	6.50013	
4.96995E-05	6.36276	
4.98730E-05	6.23248	
5.00345E-05	6.11693	
5.00489E-05	6.10762	
5.02248E-05	5.99918	
5.04007E-05	5.89524	
5.05627E-05	5.80335	
5.05766E-05	5.79617	
