E(MeV)	"PR-141(N,TOT)"
2.15161E-04	204.185
2.15175E-04	205.695
2.15261E-04	215.483
2.15276E-04	217.123
2.15362E-04	227.77
2.15376E-04	229.555
2.15477E-04	243.109
2.15492E-04	245.235
2.15578E-04	258.054
2.15598E-04	261.059
2.15664E-04	272.024
2.15719E-04	281.126
2.15751E-04	286.893
2.15799E-04	295.85
2.15837E-04	303.231
2.15880E-04	311.791
2.15923E-04	321.035
2.15961E-04	329.089
2.16010E-04	340.487
2.16041E-04	347.903
2.16099E-04	362.529
2.16122E-04	368.415
2.16191E-04	387.671
2.16208E-04	392.516
2.16283E-04	415.544
2.16294E-04	419.108
2.16352E-04	438.711
2.16381E-04	448.562
2.16421E-04	463.788
2.16467E-04	481.29
2.16507E-04	498.258
2.16553E-04	517.778
2.16594E-04	536.772
2.16640E-04	558.601
2.16651E-04	564.579
2.16697E-04	588.601
2.16709E-04	595.076
2.16755E-04	621.098
2.16766E-04	628.125
2.16812E-04	656.371
2.16824E-04	664.013
2.16870E-04	694.735
2.16881E-04	703.063
2.16927E-04	736.549
2.16939E-04	745.645
2.16985E-04	782.222
2.16997E-04	792.179
2.17043E-04	832.22
2.17054E-04	843.143
2.17100E-04	887.074
2.17112E-04	899.083
2.17158E-04	947.389
2.17169E-04	960.62
2.17215E-04	1013.85
2.17227E-04	1028.46
2.17273E-04	1087.24
2.17284E-04	1103.4
2.17330E-04	1168.43
2.17342E-04	1186.33
2.17385E-04	1253.84
2.17388E-04	1258.36
2.17428E-04	1328.17
2.17445E-04	1358.24
2.17471E-04	1407.38
2.17489E-04	1440.31
2.17514E-04	1493.5
2.17532E-04	1529.13
2.17558E-04	1586.7
2.17575E-04	1625.26
2.17601E-04	1687.53
2.17618E-04	1729.25
2.17644E-04	1796.58
2.17661E-04	1841.68
2.17687E-04	1914.37
2.17704E-04	1963.06
2.17730E-04	2041.42
2.17748E-04	2093.9
2.17773E-04	2178.18
2.17791E-04	2234.62
2.17817E-04	2325.97
2.17848E-04	2438.09
2.17860E-04	2482.3
2.17906E-04	2659.97
2.17917E-04	2707.76
2.17963E-04	2899.82
2.17975E-04	2950.96
2.18021E-04	3156.39
2.18032E-04	3210.99
2.18107E-04	3567.25
2.18119E-04	3624.34
2.18280E-04	4425.64
2.18309E-04	4561.47
2.18349E-04	4750.77
2.18378E-04	4874.34
2.18409E-04	5009.46
2.18424E-04	5063.02
2.18470E-04	5233.03
2.18476E-04	5250.9
2.18513E-04	5365.75
2.18519E-04	5380.15
2.18556E-04	5472.34
2.18562E-04	5482.98
2.18598E-04	5548.02
2.18605E-04	5556.54
2.18637E-04	5592.63
2.18648E-04	5598.54
2.18676E-04	5611.21
2.18688E-04	5611.72
2.18699E-04	5606.93
2.18737E-04	5587.44
2.18750E-04	5571.4
2.18776E-04	5538.07
2.18789E-04	5513.38
2.18815E-04	5462.93
2.18829E-04	5426.51
2.18858E-04	5352.52
2.18873E-04	5307.2
2.18901E-04	5215.49
2.18916E-04	5161.84
2.18950E-04	5031.84
2.18970E-04	4945.4
2.19011E-04	4771.12
2.19031E-04	4674.33
2.19091E-04	4382.36
2.19293E-04	3349.05
2.19350E-04	3068.45
2.19408E-04	2802.94
2.19465E-04	2555.03
2.19523E-04	2326.1
2.19566E-04	2167.17
2.19609E-04	2019.09
2.19652E-04	1881.59
2.19696E-04	1754.28
2.19739E-04	1636.64
2.19782E-04	1528.11
2.19825E-04	1428.11
2.19868E-04	1336.02
2.19911E-04	1251.23
2.19955E-04	1173.18
2.19998E-04	1101.29
2.20041E-04	1035.05
2.20084E-04	974.016
2.20098E-04	955.143
2.20127E-04	917.647
2.20156E-04	882.834
2.20170E-04	865.538
2.20214E-04	817.319
2.20271E-04	758.57
2.20329E-04	705.427
2.20386E-04	657.248
2.20444E-04	613.47
2.20501E-04	573.602
2.20559E-04	537.214
2.20616E-04	503.929
2.20674E-04	473.418
2.20732E-04	445.393
2.20789E-04	419.6
2.20847E-04	395.815
2.20904E-04	373.867
2.20933E-04	363.749
2.20976E-04	348.682
2.21019E-04	334.828
2.21041E-04	327.949
2.21106E-04	308.851
2.21170E-04	291.263
2.21192E-04	285.816
2.21235E-04	274.995
2.21278E-04	264.987
2.21311E-04	257.367
2.21378E-04	243.262
2.21444E-04	230.204
2.21477E-04	224.206
2.21543E-04	212.295
2.21576E-04	206.902
2.21642E-04	196.191
2.21675E-04	191.327
2.21742E-04	181.663
2.21775E-04	177.267
2.21844E-04	168.149
2.21858E-04	166.422
2.21952E-04	155.268
2.21959E-04	154.488
2.22059E-04	143.637
2.22160E-04	133.805
2.22167E-04	133.107
2.22261E-04	124.81
2.22275E-04	123.541
2.22362E-04	116.562
2.22383E-04	114.829
2.22470E-04	108.409
2.22513E-04	105.404
2.22556E-04	102.42
2.22613E-04	98.7497
2.22685E-04	94.1909
2.22757E-04	90.0432
2.22815E-04	86.7496
2.22901E-04	82.243
2.22944E-04	80.0057
2.23045E-04	75.2322
2.23074E-04	73.8777
2.23189E-04	68.9119
2.23203E-04	68.2953
2.23333E-04	63.198
2.23462E-04	58.5363
2.23477E-04	58.0584
2.23592E-04	54.2609
2.23621E-04	53.3833
2.23721E-04	50.332
2.23764E-04	49.1211
2.23851E-04	46.7186
2.23980E-04	43.3768
2.24110E-04	40.3022
2.24196E-04	38.3957
2.24239E-04	37.4511
2.24369E-04	34.8128
2.24412E-04	33.9927
2.24498E-04	32.3676
2.24628E-04	30.0927
2.24757E-04	27.9868
2.24843E-04	26.674
2.24887E-04	26.0236
2.25016E-04	24.1981
2.25059E-04	23.6284
2.25146E-04	22.4995
2.25275E-04	20.9136
2.25405E-04	19.4418
2.25491E-04	18.5224
2.25534E-04	18.0671
2.25664E-04	16.7875
2.25707E-04	16.3879
2.25793E-04	15.5968
2.25923E-04	14.4889
2.25933E-04	14.3976
2.26063E-04	13.3758
2.26175E-04	12.5471
2.26192E-04	12.4226
2.26322E-04	11.543
2.26393E-04	11.0925
2.26443E-04	10.7772
2.26562E-04	10.0831
2.26610E-04	9.81821
2.26681E-04	9.441
2.26770E-04	8.99184
2.26828E-04	8.7129
2.26856E-04	8.58146
2.26937E-04	8.22377
2.26964E-04	8.10618
2.27045E-04	7.77624
2.27126E-04	7.46551
2.27179E-04	7.27375
2.27207E-04	7.1761
2.27283E-04	6.92352
2.27351E-04	6.71309
2.27420E-04	6.51575
2.27421E-04	6.51199
2.27488E-04	6.33746
2.27556E-04	6.1723
2.27624E-04	6.02013
2.27681E-04	5.9041
2.27690E-04	5.88617
2.27756E-04	5.77033
2.27822E-04	5.66674
2.27888E-04	5.57546
2.27954E-04	5.49657
2.27976E-04	5.47425
2.28013E-04	5.43983
2.28070E-04	5.39778
2.28127E-04	5.36513
2.28183E-04	5.342
2.28202E-04	5.33749
2.28240E-04	5.33208
2.28278E-04	5.33208
2.28319E-04	5.33699
2.28359E-04	5.34707
2.28410E-04	5.36701
2.28414E-04	5.36867
2.28421E-04	5.37268
2.28459E-04	5.39839
2.28495E-04	5.42697
2.28532E-04	5.45985
2.28568E-04	5.4971
2.28604E-04	5.53876
2.28632E-04	5.57336
2.28641E-04	5.58598
2.28677E-04	5.64099
2.28713E-04	5.70061
2.28755E-04	5.77466
2.28802E-04	5.86563
2.28848E-04	5.96468
2.28876E-04	6.02872
2.28895E-04	6.07462
2.28942E-04	6.19689
2.28989E-04	6.32778
2.29036E-04	6.46751
2.29083E-04	6.61628
2.29112E-04	6.7165
2.29142E-04	6.82397
2.29197E-04	7.03093
2.29251E-04	7.25119
2.29306E-04	7.48517
2.29348E-04	7.67816
2.29360E-04	7.73518
2.29414E-04	8.00637
2.29469E-04	8.2927
2.29523E-04	8.59469
2.29529E-04	8.63005
2.29578E-04	8.92026
2.29632E-04	9.26355
2.29686E-04	9.62429
2.29711E-04	9.79336
2.29750E-04	10.0748
2.29813E-04	10.5552
2.29877E-04	11.0626
2.29892E-04	11.1902
2.29940E-04	11.6076
2.30004E-04	12.1852
2.30067E-04	12.7939
2.30073E-04	12.855
2.30131E-04	13.448
2.30194E-04	14.1377
2.30255E-04	14.8291
2.30258E-04	14.8644
2.30321E-04	15.6446
2.30388E-04	16.5051
2.30436E-04	17.1665
2.30460E-04	17.5042
2.30533E-04	18.5767
2.30605E-04	19.7125
2.30617E-04	19.9131
2.30678E-04	20.9362
2.30750E-04	22.2362
2.30799E-04	23.1544
2.30823E-04	23.6213
2.30896E-04	25.105
2.30920E-04	25.6292
2.30968E-04	26.6918
2.31041E-04	28.3812
2.31113E-04	30.1974
2.31162E-04	31.4854
2.31192E-04	32.3016
2.31273E-04	34.6549
2.31282E-04	34.9349
2.31355E-04	37.205
2.31403E-04	38.8261
2.31437E-04	39.9564
2.31518E-04	42.9301
2.31524E-04	43.1666
2.31600E-04	46.1633
2.31645E-04	48.0952
2.31682E-04	49.6629
2.31763E-04	53.4559
2.31766E-04	53.6072
2.31845E-04	57.5977
2.31887E-04	59.915
2.31926E-04	62.0987
2.32008E-04	66.995
2.32008E-04	66.9951
2.32090E-04	72.3597
2.32099E-04	73.0058
2.32171E-04	78.2304
2.32189E-04	79.6483
2.32253E-04	84.6671
2.32280E-04	87.0059
2.32334E-04	91.7383
2.32371E-04	95.1753
2.32416E-04	99.5234
2.32461E-04	104.254
2.32492E-04	107.447
2.32552E-04	114.373
2.32564E-04	115.776
2.32637E-04	124.908
2.32643E-04	125.736
2.32709E-04	134.955
2.32733E-04	138.609
2.32782E-04	146.002
2.32808E-04	150.342
2.32854E-04	158.094
2.32882E-04	163.336
2.32924E-04	171.23
2.32957E-04	177.775
2.32995E-04	185.769
2.33031E-04	193.731
2.33042E-04	196.326
2.33090E-04	207.673
2.33105E-04	211.71
2.33137E-04	219.866
2.33161E-04	226.737
2.33184E-04	232.999
2.33224E-04	245.155
2.33234E-04	248.09
2.33287E-04	265.495
2.33340E-04	284.552
2.33350E-04	288.313
2.33394E-04	305.41
2.33406E-04	310.566
2.33444E-04	327.216
2.33454E-04	331.726
2.33493E-04	349.924
2.33502E-04	354.853
2.33541E-04	374.745
2.33551E-04	380.143
2.33589E-04	401.932
2.33599E-04	407.857
2.33638E-04	431.774
2.33648E-04	438.29
2.33686E-04	464.6
2.33696E-04	471.783
2.33735E-04	500.788
2.33744E-04	508.721
2.33783E-04	540.765
2.33793E-04	549.444
2.33819E-04	573.55
2.33841E-04	594.697
2.33855E-04	608.942
2.33889E-04	644.611
2.33892E-04	647.187
2.33928E-04	688.671
2.33938E-04	700.567
2.33964E-04	733.623
2.33986E-04	762.723
2.34001E-04	782.329
2.34034E-04	831.573
2.34037E-04	835.125
2.34071E-04	888.649
2.34073E-04	892.504
2.34107E-04	950.617
2.34109E-04	954.803
2.34143E-04	1017.89
2.34146E-04	1022.44
2.34180E-04	1090.91
2.34182E-04	1095.84
2.34216E-04	1170.1
2.34218E-04	1175.44
2.34252E-04	1255.89
2.34254E-04	1261.68
2.34288E-04	1348.71
2.34291E-04	1354.97
2.34325E-04	1448.95
2.34327E-04	1455.72
2.34363E-04	1564.3
2.34373E-04	1595.22
2.34400E-04	1680.93
2.34421E-04	1755.56
2.34436E-04	1805.71
2.34470E-04	1930.95
2.34484E-04	1985
2.34518E-04	2120.39
2.34533E-04	2178.77
2.34566E-04	2323.74
2.34581E-04	2386.25
2.34629E-04	2605.81
2.34639E-04	2651.91
2.34702E-04	2952.95
2.34832E-04	3595.52
2.34843E-04	3648.7
2.34905E-04	3934.71
2.34912E-04	3968.03
2.34956E-04	4152.47
2.34958E-04	4162.59
2.35007E-04	4345.14
2.35009E-04	4353
2.35055E-04	4499.55
2.35060E-04	4512.02
2.35103E-04	4621.23
2.35108E-04	4630.5
2.35140E-04	4688.61
2.35148E-04	4699.48
2.35174E-04	4732.17
2.35194E-04	4745.05
2.35199E-04	4747.91
2.35219E-04	4759.13
2.35231E-04	4760.35
2.35242E-04	4757.4
2.35268E-04	4748.65
2.35277E-04	4739.94
2.35304E-04	4714.24
2.35326E-04	4681.49
2.35340E-04	4658.63
2.35374E-04	4585.4
2.35389E-04	4553.14
2.35418E-04	4471.88
2.35432E-04	4430.54
2.35461E-04	4332.13
2.35490E-04	4232.45
2.35514E-04	4137.56
2.35548E-04	4003.36
2.35587E-04	3836.1
2.35616E-04	3709.98
2.35756E-04	3072.5
2.35785E-04	2941.27
2.35829E-04	2753.28
2.35858E-04	2628.7
2.35877E-04	2550.13
2.35906E-04	2432.98
2.35925E-04	2359.09
2.35954E-04	2249.05
2.35974E-04	2180.21
2.36003E-04	2077.74
2.36022E-04	2014.07
2.36051E-04	1919.36
2.36071E-04	1860.84
2.36100E-04	1773.73
2.36107E-04	1753.63
2.36143E-04	1653.82
2.36148E-04	1640.6
2.36179E-04	1561.6
2.36196E-04	1519.34
2.36216E-04	1475.05
2.36245E-04	1409.07
2.36252E-04	1393.96
2.36288E-04	1318.94
2.36293E-04	1309.01
2.36324E-04	1249.93
2.36341E-04	1218.34
2.36361E-04	1185.31
2.36390E-04	1136.16
2.36409E-04	1106.16
2.36438E-04	1061.59
2.36457E-04	1034.37
2.36486E-04	993.907
2.36506E-04	969.171
2.36535E-04	932.4
2.36554E-04	909.888
2.36583E-04	876.415
2.36603E-04	855.892
2.36632E-04	825.37
2.36651E-04	806.624
2.36680E-04	778.74
2.36699E-04	761.582
2.36728E-04	736.058
2.36748E-04	720.323
2.36777E-04	696.908
2.36796E-04	682.449
2.36825E-04	660.927
2.36844E-04	647.612
2.36873E-04	627.788
2.36893E-04	615.715
2.36941E-04	585.755
2.36946E-04	582.779
2.36989E-04	558.685
2.37018E-04	542.73
2.37038E-04	533.122
2.37091E-04	506.91
2.37106E-04	500.388
2.37154E-04	478.842
2.37173E-04	470.977
2.37231E-04	447.586
2.37241E-04	444.05
2.37309E-04	419.507
2.37309E-04	419.507
2.37385E-04	394.59
2.37386E-04	394.197
2.37461E-04	372.045
2.37467E-04	370.272
2.37537E-04	351.559
2.37552E-04	347.717
2.37613E-04	332.834
2.37636E-04	327.331
2.37690E-04	315.675
2.37721E-04	308.835
2.37757E-04	301.594
2.37806E-04	292.007
2.37842E-04	285.39
2.37890E-04	276.636
2.37927E-04	270.577
2.37975E-04	262.558
2.38011E-04	256.994
2.38060E-04	249.628
2.38096E-04	244.532
2.38156E-04	236.096
2.38180E-04	233.006
2.38265E-04	222.267
2.38350E-04	212.518
2.38374E-04	209.75
2.38440E-04	202.775
2.38483E-04	198.365
2.38537E-04	193.154
2.38592E-04	187.977
2.38634E-04	184.266
2.38700E-04	178.471
2.38731E-04	176.036
2.38809E-04	169.746
2.38827E-04	168.425
2.38924E-04	161.424
2.38972E-04	157.947
2.39069E-04	151.631
2.39093E-04	150.063
2.39166E-04	145.713
2.39214E-04	142.83
2.39287E-04	138.894
2.39396E-04	133.028
2.39408E-04	132.443
2.39529E-04	126.633
2.39577E-04	124.322
2.39650E-04	121.199
2.39758E-04	116.541
2.39770E-04	116.073
2.39940E-04	109.561
2.39952E-04	109.139
2.40121E-04	103.27
2.40133E-04	102.888
2.40290E-04	97.953
2.40302E-04	97.5757
2.40448E-04	93.4305
2.40484E-04	92.4003
2.40605E-04	89.2449
2.40665E-04	87.6761
2.40762E-04	85.3627
2.40847E-04	83.3496
2.40919E-04	81.7848
2.41076E-04	78.4129
2.41119E-04	77.5106
2.41312E-04	73.8278
2.41391E-04	72.3411
2.41487E-04	70.6941
2.41645E-04	68.0328
2.41681E-04	67.4756
2.41874E-04	64.5213
2.41898E-04	64.1539
2.42068E-04	61.8108
2.42152E-04	60.6451
2.42261E-04	59.2732
2.42406E-04	57.4531
2.42455E-04	56.8958
2.42660E-04	54.5418
2.42745E-04	53.6491
2.42914E-04	51.8741
2.42938E-04	51.6443
2.43180E-04	49.3582
2.43295E-04	48.2779
2.43422E-04	47.215
2.43664E-04	45.2007
2.43694E-04	44.95
2.43906E-04	43.3856
2.44102E-04	41.9395
2.44147E-04	41.6406
2.44510E-04	39.2626
2.44510E-04	39.2626
2.44873E-04	37.1351
2.44918E-04	36.8705
2.45145E-04	35.6741
2.45326E-04	34.7219
2.45553E-04	33.6407
2.45734E-04	32.781
2.45961E-04	31.8009
2.46142E-04	31.0213
2.46369E-04	30.1293
2.46550E-04	29.4196
2.46777E-04	28.6048
2.46959E-04	27.9564
2.47185E-04	27.2198
2.47503E-04	26.1938
2.47593E-04	25.9309
2.48001E-04	24.7539
2.48077E-04	24.5369
2.48409E-04	23.6768
2.48682E-04	22.976
2.48818E-04	22.6604
2.49226E-04	21.7174
2.49286E-04	21.5782
2.49679E-04	20.7603
2.49891E-04	20.3217
2.50132E-04	19.8664
2.50435E-04	19.2992
2.50495E-04	19.1862
2.51039E-04	18.2586
2.51100E-04	18.156
2.51644E-04	17.311
2.51704E-04	17.2176
2.52248E-04	16.4451
2.52309E-04	16.3596
2.52853E-04	15.651
2.52913E-04	15.5726
2.53458E-04	14.9326
2.53820E-04	14.5076
2.54062E-04	14.2545
2.54667E-04	13.6239
2.54727E-04	13.5611
2.55271E-04	13.0531
2.55634E-04	12.7155
2.55876E-04	12.5123
2.56480E-04	12.006
2.56541E-04	11.9555
2.57387E-04	11.315
2.57448E-04	11.2695
2.58294E-04	10.6938
2.58536E-04	10.53
2.59201E-04	10.1266
2.59624E-04	9.87094
2.60108E-04	9.60606
2.60712E-04	9.27614
2.61014E-04	9.12623
2.61800E-04	8.73799
2.62042E-04	8.62905
2.62889E-04	8.24931
2.63130E-04	8.14998
2.63977E-04	7.80374
2.64219E-04	7.7141
2.65307E-04	7.31227
2.65428E-04	7.26777
2.66395E-04	6.9481
2.66879E-04	6.78879
2.67483E-04	6.60891
2.68330E-04	6.35788
2.68571E-04	6.29278
2.69660E-04	6.00071
2.69780E-04	5.96835
2.70748E-04	5.73223
2.71231E-04	5.61454
2.72199E-04	5.39896
2.72682E-04	5.29154
2.73650E-04	5.09393
2.74133E-04	4.99544
2.75101E-04	4.8136
2.75584E-04	4.72295
2.76551E-04	4.55496
2.77035E-04	4.4712
2.78002E-04	4.31814
2.79211E-04	4.12736
2.79453E-04	4.0929
2.80904E-04	3.88673
2.81388E-04	3.8182
2.82476E-04	3.67818
2.83564E-04	3.53845
2.84169E-04	3.46738
2.85666E-04	3.29188
2.85741E-04	3.28314
2.87618E-04	3.07938
2.89530E-04	2.88701
2.89622E-04	2.87833
2.91811E-04	2.67291
2.92009E-04	2.65559
2.93727E-04	2.50527
2.95643E-04	2.34707
2.96122E-04	2.30985
2.98197E-04	2.14905
3.00113E-04	2.01025
3.00751E-04	1.96411
3.02029E-04	1.87704
3.03306E-04	1.79022
3.03944E-04	1.74933
3.05860E-04	1.62703
3.06499E-04	1.58639
3.07776E-04	1.50986
3.09691E-04	1.39547
3.11607E-04	1.28791
3.12884E-04	1.2165
3.13523E-04	1.18258
3.15439E-04	1.08135
3.17354E-04	0.98558
3.17993E-04	0.95388
3.19270E-04	0.893585
3.19909E-04	0.863644
3.20547E-04	0.835298
3.21824E-04	0.778984
3.23101E-04	0.72612
3.24379E-04	0.676634
3.25017E-04	0.653318
3.25656E-04	0.63146
3.26294E-04	0.609889
3.26933E-04	0.59022
3.27252E-04	0.580577
3.28210E-04	0.554662
3.29168E-04	0.532777
3.29487E-04	0.526568
3.29806E-04	0.520572
3.30445E-04	0.510552
3.31084E-04	0.503154
3.31403E-04	0.500597
3.31642E-04	0.498853
3.32121E-04	0.496943
3.32361E-04	0.496837
3.32600E-04	0.49694
3.33079E-04	0.499033
3.33319E-04	0.500826
3.33797E-04	0.506486
3.34276E-04	0.514455
3.34276E-04	0.514455
3.34755E-04	0.525507
3.35234E-04	0.53935
3.35234E-04	0.53935
3.35713E-04	0.556906
3.36033E-04	0.570474
3.36192E-04	0.578063
3.36352E-04	0.585901
3.36671E-04	0.6033
3.36990E-04	0.622543
3.37150E-04	0.633151
3.37310E-04	0.644
3.37629E-04	0.667813
3.37789E-04	0.680854
3.37948E-04	0.694114
3.38267E-04	0.723071
3.38427E-04	0.738858
3.38587E-04	0.754892
3.38906E-04	0.789772
3.39066E-04	0.808725
3.39225E-04	0.827958
3.39545E-04	0.869683
3.39704E-04	0.892302
3.39864E-04	0.915238
3.40183E-04	0.964901
3.40343E-04	0.99178
3.40503E-04	1.01902
3.40822E-04	1.07792
3.40981E-04	1.10961
3.41101E-04	1.13369
3.41460E-04	1.21174
3.41620E-04	1.2496
3.41820E-04	1.29751
3.42179E-04	1.39158
3.42259E-04	1.41439
3.42538E-04	1.49519
3.42897E-04	1.60853
3.43256E-04	1.73354
3.43376E-04	1.77905
3.43616E-04	1.87087
3.43855E-04	1.97119
3.43975E-04	2.0218
3.44334E-04	2.18776
3.44334E-04	2.18776
3.44693E-04	2.37095
3.44813E-04	2.43784
3.45052E-04	2.57279
3.45292E-04	2.71843
3.45531E-04	2.87473
3.45771E-04	3.04109
3.46010E-04	3.2198
3.46250E-04	3.41017
3.46489E-04	3.6148
3.46729E-04	3.833
3.47028E-04	4.12918
3.47128E-04	4.2366
3.47327E-04	4.45307
3.47527E-04	4.68882
3.47627E-04	4.80762
3.47926E-04	5.19611
3.48225E-04	5.62357
3.48325E-04	5.77895
3.48505E-04	6.06081
3.48724E-04	6.43532
3.48774E-04	6.52104
3.49023E-04	6.98694
3.49043E-04	7.02444
3.49313E-04	7.57574
3.49323E-04	7.59802
3.49582E-04	8.18073
3.49622E-04	8.27874
3.49852E-04	8.84566
3.49921E-04	9.03464
3.50121E-04	9.57788
3.50209E-04	9.84024
3.50390E-04	10.3862
3.50496E-04	10.736
3.50660E-04	11.2806
3.50784E-04	11.727
3.50839E-04	11.93
3.51019E-04	12.6268
3.51071E-04	12.8421
3.51199E-04	13.3755
3.51358E-04	14.0981
3.51438E-04	14.4616
3.51614E-04	15.3403
3.51678E-04	15.6618
3.51853E-04	16.6353
3.51917E-04	16.9914
3.52077E-04	17.9577
3.52093E-04	18.0611
3.52236E-04	18.9969
3.52332E-04	19.6651
3.52396E-04	20.1133
3.52548E-04	21.2528
3.52572E-04	21.4482
3.52763E-04	23.0211
3.52811E-04	23.4553
3.52979E-04	24.9846
3.53050E-04	25.6978
3.53122E-04	26.4157
3.53266E-04	27.9546
3.53290E-04	28.23
3.53410E-04	29.6142
3.53450E-04	30.1102
3.53553E-04	31.4058
3.53609E-04	32.1555
3.53689E-04	33.2314
3.53769E-04	34.3843
3.53817E-04	35.0795
3.53928E-04	36.8163
3.53944E-04	37.0657
3.54072E-04	39.2047
3.54080E-04	39.3483
3.54200E-04	41.5123
3.54224E-04	41.978
3.54328E-04	44.0049
3.54367E-04	44.8451
3.54455E-04	46.7021
3.54511E-04	47.9779
3.54583E-04	49.626
3.54655E-04	51.404
3.54703E-04	52.5952
3.54799E-04	55.157
3.54814E-04	55.5862
3.54926E-04	58.8133
3.54942E-04	59.3095
3.55038E-04	62.3015
3.55086E-04	63.9142
3.55150E-04	66.0749
3.55210E-04	68.2622
3.55261E-04	70.1681
3.55365E-04	74.2914
3.55373E-04	74.6106
3.55485E-04	79.4531
3.55521E-04	81.1365
3.55585E-04	84.1443
3.55625E-04	86.1978
3.55716E-04	90.9406
3.55728E-04	91.6145
3.55804E-04	95.901
3.55832E-04	97.5956
3.55892E-04	101.243
3.55936E-04	104.118
3.55980E-04	107.008
3.56066E-04	113.117
3.56068E-04	113.231
3.56155E-04	119.98
3.56183E-04	122.301
3.56243E-04	127.301
3.56301E-04	132.524
3.56341E-04	136.245
3.56418E-04	143.918
3.56440E-04	146.089
3.56535E-04	156.69
3.56538E-04	156.956
3.56614E-04	166.25
3.56636E-04	169.003
3.56709E-04	178.998
3.56734E-04	182.384
3.56805E-04	193.024
3.56808E-04	193.504
3.56891E-04	207.114
3.56901E-04	208.837
3.56973E-04	221.816
3.56974E-04	222.106
3.57057E-04	238.678
3.57061E-04	239.377
3.57125E-04	253.419
3.57131E-04	254.829
3.57188E-04	268.615
3.57195E-04	270.154
3.57252E-04	285.137
3.57259E-04	286.81
3.57316E-04	303.128
3.57322E-04	304.949
3.57380E-04	322.758
3.57386E-04	324.746
3.57444E-04	344.222
3.57450E-04	346.396
3.57508E-04	367.741
3.57514E-04	370.124
3.57571E-04	393.571
3.57578E-04	396.188
3.57635E-04	421.998
3.57642E-04	424.88
3.57699E-04	453.354
3.57706E-04	456.533
3.57763E-04	488.012
3.57769E-04	491.527
3.57827E-04	526.397
3.57833E-04	530.292
3.57881E-04	562.133
3.57891E-04	568.999
3.57929E-04	596.601
3.57955E-04	616.455
3.57977E-04	633.905
3.58003E-04	655.434
3.58025E-04	674.344
3.58050E-04	697.684
3.58073E-04	718.185
3.58098E-04	743.493
3.58121E-04	765.721
3.58146E-04	793.159
3.58169E-04	817.259
3.58194E-04	846.995
3.58216E-04	873.112
3.58242E-04	905.313
3.58264E-04	933.594
3.58290E-04	968.424
3.58312E-04	999.009
3.58338E-04	1036.62
3.58360E-04	1069.65
3.58386E-04	1110.18
3.58408E-04	1145.77
3.58434E-04	1189.34
3.58456E-04	1227.61
3.58497E-04	1303.5
3.58504E-04	1315.22
3.58561E-04	1428.62
3.58568E-04	1441.27
3.58625E-04	1563.98
3.58632E-04	1577.65
3.58689E-04	1709.16
3.58695E-04	1723.81
3.58759E-04	1878.71
3.58785E-04	1943.87
3.58855E-04	2123.49
3.59040E-04	2607.76
3.59047E-04	2624.41
3.59110E-04	2781.45
3.59112E-04	2785.08
3.59178E-04	2933.2
3.59184E-04	2945.94
3.59232E-04	3040.87
3.59248E-04	3072.3
3.59283E-04	3132.55
3.59296E-04	3150.95
3.59344E-04	3219.16
3.59347E-04	3223.66
3.59391E-04	3271.34
3.59395E-04	3274.7
3.59439E-04	3306.14
3.59451E-04	3314.45
3.59499E-04	3327.44
3.59513E-04	3331
3.59557E-04	3325.64
3.59559E-04	3324.86
3.59609E-04	3299.83
3.59618E-04	3294.83
3.59656E-04	3260.88
3.59666E-04	3252.26
3.59704E-04	3204.41
3.59730E-04	3172.11
3.59768E-04	3110.66
3.59787E-04	3079.64
3.59832E-04	2994.95
3.59845E-04	2970.59
3.59896E-04	2860.58
3.59915E-04	2819.12
3.59992E-04	2636.26
3.60011E-04	2590.42
3.60215E-04	2076.46
3.60234E-04	2028.4
3.60311E-04	1846.49
3.60330E-04	1801.15
3.60375E-04	1701.87
3.60394E-04	1659.46
3.60439E-04	1566.55
3.60458E-04	1526.88
3.60503E-04	1440.74
3.60522E-04	1403.97
3.60566E-04	1324.72
3.60586E-04	1290.88
3.60614E-04	1244.26
3.60649E-04	1187.47
3.60662E-04	1168.59
3.60710E-04	1098.03
3.60713E-04	1093.35
3.60758E-04	1032.85
3.60761E-04	1028.55
3.60806E-04	972.414
3.60809E-04	968.42
3.60854E-04	916.999
3.60873E-04	895.04
3.60902E-04	865.153
3.60937E-04	828.757
3.60950E-04	816.75
3.60997E-04	771.892
3.61001E-04	768.912
3.61045E-04	731.058
3.61065E-04	714.899
3.61109E-04	680.662
3.61128E-04	666.056
3.61173E-04	635.07
3.61192E-04	621.851
3.61237E-04	593.764
3.61256E-04	581.779
3.61301E-04	556.274
3.61320E-04	545.39
3.61365E-04	522.183
3.61384E-04	512.278
3.61429E-04	491.118
3.61448E-04	482.087
3.61492E-04	462.753
3.61512E-04	454.5
3.61556E-04	436.797
3.61575E-04	429.239
3.61620E-04	412.994
3.61639E-04	406.058
3.61684E-04	391.12
3.61703E-04	384.742
3.61748E-04	370.978
3.61767E-04	365.1
3.61812E-04	352.623
3.61863E-04	338.414
3.61875E-04	335.175
3.61927E-04	322.271
3.61952E-04	316.347
3.62016E-04	301.598
3.62029E-04	298.92
3.62105E-04	282.922
3.62182E-04	268.413
3.62195E-04	266.004
3.62278E-04	251.712
3.62284E-04	250.617
3.62374E-04	236.661
3.62385E-04	234.924
3.62469E-04	222.974
